Date(UTC),Julian Date,TS,Photon Flux [0.1-100 GeV](photons cm-2 s-1),Photon Flux Error(photons cm-2 s-1)
Jun 08 2012,2456087,22.28,8.97e-08,3.42e-08
Jun 15 2012,2456094,41.46,1.59e-07,3.8e-08
Jun 22 2012,2456101,35.26,1.03e-07,2.78e-08
Jun 29 2012,2456108,17.42,6.99e-08,2.44e-08
Jul 06 2012,2456116,13.58,8.29e-08,3.45e-08
Jul 13 2012,2456123,3.24,1.05e-07,5.25e-08
Jul 20 2012,2456130,7.67,5.75e-08,2.91e-08
Jul 27 2012,2456137,12.81,5.62e-08,2.68e-08
Aug 03 2012,2456143,31.15,1.09e-07,3.37e-08
Aug 10 2012,2456150,81.53,1.73e-07,3.4e-08
Aug 17 2012,2456157,129.85,2.03e-07,3.3e-08
Aug 24 2012,2456164,79.09,2.05e-07,3.8e-08
Aug 31 2012,2456171,21.94,1.23e-07,3.92e-08
Sep 07 2012,2456177,28.78,1.09e-07,3.57e-08
Sep 14 2012,2456184,18.31,1.12e-07,3.84e-08
Sep 21 2012,2456191,34.57,1.38e-07,3.88e-08
Sep 28 2012,2456198,15.84,2.59e-07,1.09e-07
Oct 05 2012,2456206,144.93,3.13e-07,4.6e-08
Oct 12 2012,2456213,145.39,3.04e-07,4.2e-08
Oct 19 2012,2456220,19.23,9.34e-08,3.42e-08
Oct 26 2012,2456227,12.24,1.03e-07,3.99e-08
Nov 02 2012,2456233,16.53,1.05e-07,3.61e-08
Nov 09 2012,2456240,3.07,9.24e-08,4.62e-08
Nov 16 2012,2456247,33.84,1.04e-07,3.14e-08
Nov 23 2012,2456254,49.08,1.26e-07,2.96e-08
Nov 30 2012,2456261,17.69,6.94e-08,2.34e-08
Dec 07 2012,2456269,23.2,7.43e-08,2.39e-08
Dec 14 2012,2456276,40.11,1.2e-07,3.05e-08
Dec 21 2012,2456283,6.58,4.44e-08,2.67e-08
Dec 28 2012,2456290,15.04,1.13e-07,4.25e-08
Jan 04 2013,2456296,6.58,3.63e-08,2.15e-08
Jan 11 2013,2456303,26.55,1.05e-07,3.02e-08
Jan 18 2013,2456310,29.27,9.42e-08,2.58e-08
Jan 25 2013,2456317,16.8,6.43e-08,2.47e-08
Feb 01 2013,2456324,63.45,1.71e-07,3.3e-08
Feb 08 2013,2456331,33.35,1.4e-07,3.7e-08
Feb 15 2013,2456338,23.3,9.01e-08,3.03e-08
Feb 22 2013,2456345,66.28,1.64e-07,3.7e-08
Mar 01 2013,2456354,35.14,1.31e-07,3.74e-08
Mar 08 2013,2456361,24.4,1.83e-07,5.2e-08
Mar 15 2013,2456368,38.43,1.31e-07,3e-08
Mar 22 2013,2456375,65.61,1.38e-07,3e-08
Mar 29 2013,2456382,28.71,1.1e-07,3.38e-08
Apr 05 2013,2456389,20.51,1.21e-07,4e-08
Apr 12 2013,2456396,10.3,7.61e-08,3.25e-08
Apr 19 2013,2456403,14.1,8.78e-08,3.39e-08
Apr 26 2013,2456410,36.63,1.37e-07,3.86e-08
May 03 2013,2456417,23.35,9.88e-08,2.99e-08
May 10 2013,2456424,62.05,1.42e-07,2.9e-08
May 17 2013,2456431,23.22,2.17e-07,7e-08
May 24 2013,2456438,114.6,2.64e-07,4.1e-08
May 31 2013,2456445,75.32,1.85e-07,4e-08
Jun 07 2013,2456451,111.03,2.97e-07,4.6e-08
Jun 14 2013,2456458,75.6,2.15e-07,4.3e-08
Jun 21 2013,2456465,118.61,2.48e-07,3.8e-08
Jun 28 2013,2456472,327.23,3.77e-07,3.9e-08
Jul 05 2013,2456480,258.2,3.92e-07,4.2e-08
Jul 12 2013,2456487,118.62,3.14e-07,4.9e-08
Jul 19 2013,2456494,156.54,3.65e-07,5.2e-08
Jul 26 2013,2456501,286.03,5.03e-07,5.8e-08
Aug 02 2013,2456507,315.84,5.92e-07,6.4e-08
Aug 09 2013,2456514,145.73,3.74e-07,5.2e-08
Aug 16 2013,2456521,160.61,3.32e-07,4.7e-08
Aug 23 2013,2456528,92.2,2.16e-07,3.9e-08
Aug 30 2013,2456535,93.16,2e-07,3.8e-08
Sep 06 2013,2456542,116.84,2.92e-07,5e-08
Sep 13 2013,2456549,139.83,3.64e-07,5.5e-08
Sep 20 2013,2456556,208.33,4.53e-07,5.6e-08
Sep 27 2013,2456563,138.65,3.74e-07,5.4e-08
Oct 04 2013,2456570,114.77,3.52e-07,6.1e-08
Oct 11 2013,2456577,224.89,4.23e-07,4.7e-08
Oct 18 2013,2456584,62.19,2.29e-07,4.7e-08
Oct 25 2013,2456591,158.95,1.73e-07,2.5e-08
Nov 01 2013,2456598,61.45,1.63e-07,3.4e-08
Nov 08 2013,2456605,77.7,1.99e-07,4e-08
Nov 15 2013,2456612,39.01,1.61e-07,4e-08
Nov 22 2013,2456619,154.5,3.14e-07,4.6e-08
Nov 29 2013,2456626,495.69,7.12e-07,6e-08
Dec 06 2013,2456633,3868.27,2e-06,7e-08
Dec 13 2013,2456640,2278.24,1.55e-06,7e-08
Dec 20 2013,2456647,2220.06,1.95e-06,9e-08
Dec 27 2013,2456654,1281.98,1.98e-06,1.1e-07
Jan 03 2014,2456660,836.78,1.14e-06,8e-08
Jan 10 2014,2456667,463.52,5.81e-07,4.9e-08
Jan 17 2014,2456674,1523.43,1.45e-06,7e-08
Jan 24 2014,2456681,207.93,8.63e-07,1.23e-07
Feb 07 2014,2456695,442.28,9.02e-07,7.9e-08
Feb 14 2014,2456702,320.55,6.36e-07,6.7e-08
Feb 21 2014,2456709,440.27,7.81e-07,7.4e-08
Feb 28 2014,2456716,1358.23,1.94e-06,1.1e-07
Mar 07 2014,2456725,598.34,6.43e-07,5e-08
Mar 14 2014,2456732,233.12,6.23e-07,7.1e-08
Mar 21 2014,2456739,177.24,4.43e-07,6.2e-08
Mar 28 2014,2456746,1745.78,1.97e-06,1e-07
Apr 04 2014,2456753,8402.0,3.33e-06,8e-08
Apr 11 2014,2456760,624.04,1.04e-06,8.4e-08
Apr 18 2014,2456767,194.56,4.39e-07,5.7e-08
Apr 25 2014,2456774,377.09,6.11e-07,5.9e-08
May 02 2014,2456781,236.58,4.83e-07,5.8e-08
May 09 2014,2456788,588.91,7.26e-07,5.7e-08
May 16 2014,2456795,866.69,7.52e-07,5.1e-08
May 23 2014,2456802,252.31,3.9e-07,4.3e-08
May 30 2014,2456809,190.93,3.48e-07,4.2e-08
Jun 06 2014,2456816,178.07,2.79e-07,3.9e-08
Jun 13 2014,2456823,123.75,1.86e-07,3.1e-08
Jun 20 2014,2456830,80.43,1.61e-07,3.3e-08
Jun 27 2014,2456837,38.61,1.01e-07,2.8e-08
Jul 04 2014,2456844,85.25,1.76e-07,3.3e-08
Jul 11 2014,2456851,160.62,3.31e-07,4.5e-08
Jul 18 2014,2456858,512.13,8.46e-07,6.9e-08
Jul 25 2014,2456865,671.01,1.23e-06,9e-08
Aug 01 2014,2456872,1355.96,2.16e-06,1.1e-07
Aug 08 2014,2456879,135.19,3.21e-07,4.6e-08
Aug 15 2014,2456886,529.98,6.93e-07,5.4e-08
Aug 22 2014,2456893,157.2,5.44e-07,7.7e-08
Aug 29 2014,2456900,156.95,4.07e-07,5.7e-08
Sep 05 2014,2456906,151.03,3.69e-07,5.1e-08
Sep 12 2014,2456913,157.88,4.6e-07,6.4e-08
Sep 19 2014,2456920,280.32,6.73e-07,7.2e-08
Sep 26 2014,2456927,83.18,2.53e-07,5e-08
Oct 03 2014,2456934,89.14,2.25e-07,4e-08
Oct 10 2014,2456941,209.85,4.46e-07,5.2e-08
Oct 17 2014,2456948,106.15,2.94e-07,4.9e-08
Oct 24 2014,2456955,171.04,3.32e-07,4.8e-08
Oct 31 2014,2456962,89.42,3.08e-07,5.1e-08
Nov 07 2014,2456969,86.55,2.88e-07,5.7e-08
Nov 14 2014,2456976,258.78,5.8e-07,6.2e-08
Nov 21 2014,2456983,689.92,9.77e-07,6.8e-08
Nov 28 2014,2456990,2456.33,2.13e-06,8e-08
Dec 05 2014,2456997,560.01,7.79e-07,6.2e-08
Dec 12 2014,2457004,226.42,3.45e-07,3.8e-08
Dec 19 2014,2457011,238.87,3.6e-07,3.9e-08
Dec 26 2014,2457018,201.16,3.39e-07,4.2e-08
Jan 02 2015,2457025,170.56,3.66e-07,4.9e-08
Jan 09 2015,2457032,210.0,3.89e-07,4.7e-08
Jan 16 2015,2457039,111.74,2.98e-07,4.7e-08
Jan 23 2015,2457046,68.16,1.79e-07,3.5e-08
Jan 30 2015,2457053,62.55,1.71e-07,3.4e-08
Feb 06 2015,2457059,153.48,2.65e-07,3.6e-08
Feb 13 2015,2457066,140.21,2.55e-07,3.6e-08
Feb 20 2015,2457073,93.44,2.58e-07,4.4e-08
Feb 27 2015,2457080,84.06,2.62e-07,4.6e-08
Mar 06 2015,2457090,51.9,2.16e-07,4.7e-08
Mar 13 2015,2457097,223.67,5.24e-07,6.4e-08
Mar 20 2015,2457104,115.02,3.68e-07,5.7e-08
Mar 27 2015,2457111,30.21,1.39e-07,3.7e-08
Apr 03 2015,2457117,95.5,2.33e-07,4e-08
Apr 10 2015,2457124,113.17,2.47e-07,4.1e-08
Apr 17 2015,2457131,38.39,1.47e-07,4.2e-08
Apr 24 2015,2457138,9.42,8.07e-08,3.98e-08
May 01 2015,2457145,47.07,2.17e-07,4.6e-08
May 08 2015,2457152,593.94,1e-06,7.6e-08
May 15 2015,2457159,526.18,8.03e-07,6.1e-08
May 22 2015,2457166,279.16,3.97e-07,4.1e-08
May 29 2015,2457173,240.83,3.77e-07,4.4e-08
Jun 05 2015,2457180,119.05,3.32e-07,5.3e-08
Jun 12 2015,2457187,6207.68,5.48e-06,1.5e-07
Jun 19 2015,2457194,20060.84,5.05e-06,8e-08
Jun 26 2015,2457201,997.35,1.24e-06,8e-08
Jul 03 2015,2457208,463.56,8e-07,7e-08
Jul 10 2015,2457215,2314.1,1.84e-06,8e-08
Jul 17 2015,2457222,933.35,8.71e-07,5.5e-08
Jul 24 2015,2457229,192.8,3.77e-07,4.7e-08
Jul 31 2015,2457236,131.32,2.98e-07,4.6e-08
Aug 07 2015,2457243,144.03,3.6e-07,5.3e-08
Aug 14 2015,2457250,86.61,2.4e-07,4.5e-08
Aug 21 2015,2457257,35.45,1.71e-07,4.3e-08
Aug 28 2015,2457264,174.55,3.07e-07,4.1e-08
Sep 04 2015,2457270,296.01,4.43e-07,4.5e-08
Sep 11 2015,2457277,380.52,5.59e-07,5e-08
Sep 18 2015,2457284,116.48,3.14e-07,4.7e-08
Sep 25 2015,2457291,51.68,2.13e-07,4.8e-08
Oct 02 2015,2457299,97.77,3.1e-07,5.5e-08
Oct 09 2015,2457306,184.95,4.62e-07,6.4e-08
Oct 16 2015,2457313,304.43,5.74e-07,5.9e-08
Oct 23 2015,2457320,335.12,5.37e-07,5.3e-08
Oct 30 2015,2457327,126.49,2.78e-07,4.1e-08
Nov 06 2015,2457333,158.34,3.22e-07,4.3e-08
Nov 13 2015,2457340,470.34,7.21e-07,6e-08
Nov 20 2015,2457347,509.51,8.29e-07,6.8e-08
Nov 27 2015,2457354,465.63,7.68e-07,6.9e-08
Dec 04 2015,2457362,243.46,4.7e-07,5.3e-08
Dec 11 2015,2457369,283.06,4.33e-07,5e-08
Dec 18 2015,2457376,239.93,3.52e-07,4e-08
Dec 25 2015,2457383,183.69,2.94e-07,3.7e-08
Jan 01 2016,2457389,206.2,3.51e-07,4.2e-08
Jan 08 2016,2457396,161.02,4.85e-07,6.7e-08
Jan 15 2016,2457403,129.02,3.32e-07,5.4e-08
Jan 22 2016,2457410,481.34,6.75e-07,5.9e-08
Jan 29 2016,2457417,292.58,5.15e-07,5.6e-08
Feb 05 2016,2457423,435.47,5.39e-07,4.9e-08
Feb 12 2016,2457430,492.14,5.41e-07,4.5e-08
Feb 19 2016,2457437,493.91,6.02e-07,5.1e-08
Feb 26 2016,2457444,193.16,3.58e-07,4.7e-08
Mar 04 2016,2457453,89.79,2.73e-07,4.8e-08
Mar 11 2016,2457460,82.7,2.65e-07,4.7e-08
Mar 18 2016,2457467,83.06,2.72e-07,5e-08
Mar 25 2016,2457474,238.96,4.4e-07,5.1e-08
Apr 01 2016,2457480,489.99,5.12e-07,4.5e-08
Apr 08 2016,2457487,338.74,4.53e-07,4.5e-08
Apr 15 2016,2457494,106.13,2.65e-07,4.3e-08
Apr 22 2016,2457501,65.99,2.54e-07,5.1e-08
Apr 29 2016,2457508,31.39,1.53e-07,4.6e-08
May 06 2016,2457516,45.72,1.91e-07,4.8e-08
May 13 2016,2457523,435.84,7.39e-07,6.7e-08
May 20 2016,2457530,224.2,4.35e-07,4.9e-08
May 27 2016,2457537,138.71,2.54e-07,3.7e-08
Jun 03 2016,2457543,110.99,2.65e-07,4e-08
Jun 10 2016,2457550,359.72,7.21e-07,6.7e-08
Jun 17 2016,2457557,164.94,4.6e-07,6.3e-08
Jun 24 2016,2457564,50.1,2.35e-07,5.9e-08
Jul 01 2016,2457572,31.67,1.81e-07,4.6e-08
Jul 08 2016,2457579,52.35,1.84e-07,4.3e-08
Jul 15 2016,2457586,89.28,1.79e-07,3.1e-08
Jul 22 2016,2457593,39.84,9.9e-08,2.71e-08
Jul 29 2016,2457600,149.25,2.65e-07,3.9e-08
Aug 05 2016,2457606,43.74,2.24e-07,5.3e-08
Aug 12 2016,2457613,25.71,1.24e-07,3.74e-08
Aug 19 2016,2457620,12.0,5.06e-08,2.94e-08
Aug 26 2016,2457627,22.81,1.11e-07,3.84e-08
Sep 02 2016,2457633,15.17,9.28e-08,3.26e-08
Sep 09 2016,2457640,43.91,1.22e-07,2.77e-08
Sep 16 2016,2457647,28.87,1.05e-07,2.97e-08
Sep 23 2016,2457654,45.63,1.66e-07,3.7e-08
Sep 30 2016,2457661,136.48,2.42e-07,3.6e-08
Oct 07 2016,2457669,43.3,2.66e-07,6.4e-08
Oct 14 2016,2457676,48.3,2.28e-07,5.3e-08
Oct 21 2016,2457683,42.2,1.9e-07,4.9e-08
Oct 28 2016,2457690,38.8,1.35e-07,3.64e-08
Nov 04 2016,2457696,22.78,1e-07,3.47e-08
Nov 11 2016,2457703,17.24,1.1e-07,3.77e-08
Nov 18 2016,2457710,64.7,2.06e-07,4.3e-08
Nov 25 2016,2457717,123.07,3.16e-07,4.8e-08
Dec 02 2016,2457725,217.35,4.59e-07,5.4e-08
Dec 09 2016,2457732,153.39,3.76e-07,5.3e-08
Dec 16 2016,2457739,123.5,3.42e-07,5.3e-08
Dec 23 2016,2457746,248.36,3.57e-07,4.2e-08
Dec 30 2016,2457753,140.09,2.69e-07,4.1e-08
Jan 06 2017,2457759,419.7,6.46e-07,5.8e-08
Jan 13 2017,2457766,378.12,6.61e-07,6.4e-08
Jan 20 2017,2457773,428.15,7.49e-07,6.9e-08
Jan 27 2017,2457780,329.18,6.25e-07,6.5e-08
Feb 03 2017,2457787,301.68,5.06e-07,5.3e-08
Feb 10 2017,2457794,295.15,4.66e-07,4.9e-08
Feb 17 2017,2457801,230.94,3.52e-07,4e-08
Feb 24 2017,2457808,522.91,7.17e-07,5.7e-08
Mar 03 2017,2457817,453.04,7.98e-07,7e-08
Mar 10 2017,2457824,521.98,9.68e-07,8.3e-08
Mar 17 2017,2457831,1410.83,1.88e-06,1e-07
Mar 24 2017,2457838,1476.43,1.82e-06,1e-07
Mar 31 2017,2457845,3777.53,3.24e-06,1.1e-07
Apr 07 2017,2457852,8142.32,2.31e-06,6e-08
Apr 14 2017,2457859,628.48,7.07e-07,5.5e-08
