Date(UTC),Julian Date,TS,Photon Flux [0.1-100 GeV](photons cm-2 s-1),Photon Flux Error(photons cm-2 s-1)
Jun 12 2009,2454995,280.18,4.5e-07,4.6e-08
Jun 19 2009,2455002,398.42,5.3e-07,4.7e-08
Jun 26 2009,2455009,243.01,3.8e-07,4e-08
Jul 03 2009,2455017,198.04,3.04e-07,3.5e-08
Jul 10 2009,2455024,136.31,2.76e-07,3.7e-08
Jul 17 2009,2455031,203.98,4.34e-07,4.9e-08
Jul 24 2009,2455038,131.51,3.51e-07,4.8e-08
Jul 31 2009,2455045,580.43,8.84e-07,6.5e-08
Aug 07 2009,2455051,907.41,1.05e-06,6.4e-08
Aug 14 2009,2455058,1059.47,1.18e-06,7e-08
Aug 21 2009,2455065,1673.49,1.51e-06,7e-08
Aug 28 2009,2455072,3671.28,2.75e-06,9e-08
Sep 04 2009,2455079,2261.22,2.36e-06,1e-07
Sep 11 2009,2455086,2539.14,2.76e-06,1.1e-07
Sep 18 2009,2455093,4093.74,4e-06,1.3e-07
Sep 25 2009,2455100,2623.11,2.86e-06,1.1e-07
Oct 02 2009,2455107,3010.21,3.26e-06,1.2e-07
Oct 09 2009,2455114,2746.14,2.88e-06,1.1e-07
Oct 16 2009,2455121,2329.47,2.36e-06,9e-08
Oct 23 2009,2455128,3740.69,3.25e-06,1e-07
Oct 30 2009,2455135,2083.49,2.32e-06,1e-07
Nov 06 2009,2455142,1363.27,1.67e-06,8e-08
Nov 13 2009,2455149,2605.93,2.47e-06,1e-07
Nov 20 2009,2455156,4282.38,3.69e-06,1.2e-07
Nov 27 2009,2455163,9295.41,7.04e-06,1.5e-07
Dec 04 2009,2455170,22830.07,1.42e-05,2e-07
Dec 11 2009,2455177,12996.44,8.85e-06,1.6e-07
Dec 18 2009,2455184,8673.93,6.53e-06,1.5e-07
Dec 25 2009,2455191,5197.21,4.53e-06,1.3e-07
Jan 01 2010,2455197,6135.64,5.05e-06,1.4e-07
Jan 08 2010,2455204,3216.68,3e-06,1e-07
Jan 15 2010,2455211,4018.01,3.79e-06,1.2e-07
Jan 22 2010,2455218,5528.55,4.93e-06,1.3e-07
Jan 29 2010,2455225,2501.32,2.62e-06,1e-07
Feb 05 2010,2455232,1901.62,2.29e-06,1e-07
Feb 12 2010,2455239,2828.61,2.94e-06,1.1e-07
Feb 19 2010,2455246,2896.64,2.8e-06,1e-07
Feb 26 2010,2455253,2883.06,2.9e-06,1.1e-07
Mar 05 2010,2455262,2471.81,2.7e-06,1.1e-07
Mar 12 2010,2455269,1889.25,2.29e-06,1e-07
Mar 19 2010,2455276,1507.77,1.95e-06,1e-07
Mar 26 2010,2455283,4848.92,4.41e-06,1.3e-07
Apr 02 2010,2455290,11428.17,8.67e-06,1.7e-07
Apr 09 2010,2455297,28648.84,1.18e-05,2e-07
Apr 16 2010,2455304,13421.14,9.94e-06,1.8e-07
Apr 23 2010,2455311,6449.06,5.4e-06,1.4e-07
Apr 30 2010,2455318,4035.08,3.6e-06,1.1e-07
May 07 2010,2455325,9624.83,6.9e-06,1.5e-07
May 14 2010,2455332,6026.48,4.67e-06,1.2e-07
May 21 2010,2455339,3874.01,3.26e-06,1e-07
May 28 2010,2455346,2109.5,2.21e-06,9e-08
Jun 04 2010,2455353,1624.67,1.91e-06,9e-08
Jun 11 2010,2455360,1977.3,2.04e-06,9e-08
Jun 18 2010,2455367,1484.55,1.64e-06,8e-08
Jun 25 2010,2455374,1539.29,1.84e-06,9e-08
Jul 02 2010,2455381,904.91,1.4e-06,8e-08
Jul 09 2010,2455388,927.49,1.33e-06,8e-08
Jul 16 2010,2455395,939.61,1.36e-06,8e-08
Jul 23 2010,2455402,1215.47,1.66e-06,9e-08
Jul 30 2010,2455409,880.6,1.17e-06,7e-08
Aug 06 2010,2455416,2213.07,2.24e-06,9e-08
Aug 13 2010,2455423,2144.01,2.34e-06,1e-07
Aug 20 2010,2455430,1913.34,2.21e-06,1e-07
Aug 27 2010,2455437,2782.48,2.92e-06,1.1e-07
Sep 03 2010,2455443,1678.26,1.92e-06,9e-08
Sep 10 2010,2455450,1551.98,2.01e-06,9e-08
Sep 17 2010,2455457,3807.36,3.57e-06,1.2e-07
Sep 24 2010,2455464,3709.85,3.87e-06,1.3e-07
Oct 01 2010,2455471,2088.56,2.25e-06,1e-07
Oct 08 2010,2455478,2053.14,2.28e-06,1e-07
Oct 15 2010,2455485,3311.21,3.3e-06,1.1e-07
Oct 22 2010,2455492,4615.19,3.85e-06,1.1e-07
Oct 29 2010,2455499,8158.98,5.87e-06,1.3e-07
Nov 05 2010,2455506,17927.23,1.1e-05,2e-07
Nov 12 2010,2455513,15019.53,9.83e-06,1.7e-07
Nov 19 2010,2455520,82407.86,4.34e-05,4e-07
Nov 26 2010,2455527,36404.59,2.25e-05,3e-07
Dec 03 2010,2455534,24623.55,1.51e-05,2e-07
Dec 10 2010,2455541,20157.4,1.21e-05,2e-07
Dec 17 2010,2455548,31320.22,1.69e-05,2e-07
Dec 24 2010,2455555,22137.44,1.34e-05,2e-07
Dec 31 2010,2455562,7735.67,8.61e-06,2.1e-07
Jan 07 2011,2455569,15862.63,1.24e-05,2e-07
Jan 14 2011,2455576,7964.95,6.34e-06,1.5e-07
Jan 21 2011,2455583,8020.89,6.29e-06,1.5e-07
Jan 28 2011,2455590,3426.5,3.39e-06,1.1e-07
Feb 04 2011,2455596,2587.58,2.74e-06,1.1e-07
Feb 11 2011,2455603,2208.77,2.69e-06,1.1e-07
Feb 18 2011,2455610,2597.85,2.89e-06,1.1e-07
Feb 25 2011,2455617,2224.07,2.5e-06,1e-07
Mar 04 2011,2455627,2510.74,2.7e-06,1.1e-07
Mar 11 2011,2455634,1874.61,2.19e-06,1e-07
Mar 18 2011,2455641,3003.1,3e-06,1.1e-07
Mar 25 2011,2455648,2507.54,1.48e-06,6e-08
Apr 01 2011,2455654,360.53,6.28e-07,5.6e-08
Apr 08 2011,2455661,620.74,8.7e-07,6.1e-08
Apr 15 2011,2455668,103.58,4.14e-07,6.1e-08
Apr 22 2011,2455675,377.53,6.16e-07,5.4e-08
Apr 29 2011,2455682,491.4,7.62e-07,6e-08
May 06 2011,2455689,349.78,5.51e-07,5.1e-08
May 13 2011,2455696,448.23,6.84e-07,5.7e-08
May 20 2011,2455703,365.31,5.54e-07,5e-08
May 27 2011,2455710,276.91,4.79e-07,4.8e-08
Jun 03 2011,2455717,181.96,4.26e-07,5e-08
Jun 10 2011,2455724,137.25,3.7e-07,5e-08
Jun 17 2011,2455731,113.53,2.99e-07,4.3e-08
Jun 24 2011,2455738,88.11,2.33e-07,3.9e-08
Jul 01 2011,2455745,74.67,2.59e-07,4.3e-08
Jul 08 2011,2455752,104.18,2.75e-07,4.1e-08
Jul 15 2011,2455759,59.33,1.79e-07,3.6e-08
Jul 22 2011,2455766,59.73,1.8e-07,3.6e-08
Jul 29 2011,2455773,15.06,8.79e-08,3.27e-08
Aug 05 2011,2455780,40.84,1.52e-07,3.5e-08
Aug 12 2011,2455787,21.35,9.29e-08,3e-08
Aug 19 2011,2455794,12.99,6.53e-08,2.64e-08
Aug 26 2011,2455801,11.16,6.79e-08,3.12e-08
Sep 02 2011,2455807,3.43,7.95e-08,3.975e-08
Sep 09 2011,2455814,0.0,7.63e-08,3.815e-08
Sep 16 2011,2455821,3.42,1.02e-07,5.1e-08
Sep 23 2011,2455828,0.6,5.5e-08,2.75e-08
Sep 30 2011,2455835,14.8,7.45e-08,2.87e-08
Oct 07 2011,2455843,7.97,5.76e-08,2.61e-08
Oct 14 2011,2455850,7.23,5.7e-08,2.88e-08
Oct 21 2011,2455857,0.0,5.65e-08,2.825e-08
Oct 28 2011,2455864,0.56,6.39e-08,3.195e-08
Nov 04 2011,2455870,1.79,7.64e-08,3.82e-08
Nov 11 2011,2455877,0.02,5.75e-08,2.875e-08
Nov 18 2011,2455884,0.0,4.43e-08,2.215e-08
Nov 25 2011,2455891,0.9,7.14e-08,3.57e-08
Dec 02 2011,2455899,3.35,7.28e-08,3.64e-08
Dec 09 2011,2455906,3.1,9.6e-08,4.8e-08
Dec 16 2011,2455913,8.93,6.43e-08,2.87e-08
Dec 23 2011,2455920,20.58,8.7e-08,2.86e-08
Dec 30 2011,2455927,13.6,9.87e-08,3.5e-08
Jan 06 2012,2455933,5.38,3.42e-08,2.24e-08
Jan 13 2012,2455940,1.57,7.99e-08,3.995e-08
Jan 20 2012,2455947,0.29,6.23e-08,3.115e-08
Jan 27 2012,2455954,13.9,6.51e-08,2.64e-08
Feb 03 2012,2455960,0.0,5.44e-08,2.72e-08
Feb 10 2012,2455967,7.77,6.42e-08,3.18e-08
Feb 17 2012,2455974,0.13,7.05e-08,3.525e-08
Feb 24 2012,2455981,1.27,8.98e-08,4.49e-08
Mar 02 2012,2455990,0.0,4.33e-08,2.165e-08
Mar 09 2012,2455997,4.84,3.94e-08,2.45e-08
Mar 16 2012,2456004,0.29,6.02e-08,3.01e-08
Mar 23 2012,2456011,1.0,6.26e-08,3.13e-08
Mar 30 2012,2456018,1.29,8.48e-08,4.24e-08
Apr 06 2012,2456024,0.49,4.97e-08,2.485e-08
Apr 13 2012,2456031,0.0,3.84e-08,1.92e-08
Apr 20 2012,2456038,0.56,6.93e-08,3.465e-08
Apr 27 2012,2456045,10.76,6.3e-08,2.67e-08
May 04 2012,2456053,3.42,6.95e-08,3.475e-08
May 11 2012,2456060,1.07,6.65e-08,3.325e-08
May 18 2012,2456067,0.0,3.89e-08,1.945e-08
May 25 2012,2456074,0.0,3.87e-08,1.935e-08
Jun 01 2012,2456080,7.54,4.5e-08,2.21e-08
Jun 08 2012,2456087,5.7,3.94e-08,2.15e-08
Jun 15 2012,2456094,0.0,4.02e-08,2.01e-08
Jun 22 2012,2456101,0.0,5.02e-08,2.51e-08
Jun 29 2012,2456108,0.92,6.57e-08,3.285e-08
Jul 06 2012,2456116,7.21,6.88e-08,3.36e-08
Jul 13 2012,2456123,0.06,4.29e-08,2.145e-08
Jul 20 2012,2456130,16.6,7.8e-08,2.69e-08
Jul 27 2012,2456137,1.21,8.12e-08,4.06e-08
Aug 03 2012,2456143,0.82,6.84e-08,3.42e-08
Aug 10 2012,2456150,9.67,9.05e-08,3.63e-08
Aug 17 2012,2456157,4.19,3.26e-08,2.13e-08
Aug 24 2012,2456164,5.87,4.46e-08,2.58e-08
Aug 31 2012,2456171,14.3,8.34e-08,3.14e-08
Sep 07 2012,2456177,15.49,8.38e-08,3.1e-08
Sep 14 2012,2456184,4.92,6.2e-08,3.33e-08
Sep 21 2012,2456191,42.66,1.85e-07,4e-08
Sep 28 2012,2456198,72.5,1.78e-07,3.1e-08
Oct 05 2012,2456206,39.75,1.69e-07,3.8e-08
Oct 12 2012,2456213,22.78,1.23e-07,3.42e-08
Oct 19 2012,2456220,81.17,2.42e-07,4.1e-08
Oct 26 2012,2456227,110.7,3.06e-07,4.7e-08
Nov 02 2012,2456233,112.01,3.29e-07,4.9e-08
Nov 09 2012,2456240,74.72,2.18e-07,3.9e-08
Nov 16 2012,2456247,15.45,9.59e-08,3.56e-08
Nov 23 2012,2456254,25.17,1.36e-07,3.92e-08
Nov 30 2012,2456261,49.08,1.91e-07,4e-08
Dec 07 2012,2456269,76.56,2.19e-07,3.8e-08
Dec 14 2012,2456276,116.02,3.12e-07,4.6e-08
Dec 21 2012,2456283,162.62,4.39e-07,5.6e-08
Dec 28 2012,2456290,530.46,8.34e-07,6.6e-08
Jan 04 2013,2456296,261.51,5.16e-07,5.4e-08
Jan 11 2013,2456303,373.85,7.1e-07,6.4e-08
Jan 18 2013,2456310,575.59,8.29e-07,6.4e-08
Jan 25 2013,2456317,655.65,9.05e-07,6.5e-08
Feb 01 2013,2456324,902.87,1.11e-06,7e-08
Feb 08 2013,2456331,388.64,6.96e-07,6.2e-08
Feb 15 2013,2456338,328.21,6.5e-07,6.3e-08
Feb 22 2013,2456345,306.78,6.28e-07,5.9e-08
Mar 01 2013,2456354,213.7,5.22e-07,6.1e-08
Mar 08 2013,2456361,185.75,5.46e-07,6.9e-08
Mar 15 2013,2456368,311.0,5.63e-07,5.5e-08
Mar 22 2013,2456375,358.16,5.78e-07,5.4e-08
Mar 29 2013,2456382,730.8,9.46e-07,6.6e-08
Apr 05 2013,2456389,1257.77,1.34e-06,8e-08
Apr 12 2013,2456396,289.31,4.77e-07,5.1e-08
Apr 19 2013,2456403,133.03,2.83e-07,4e-08
Apr 26 2013,2456410,98.43,2.48e-07,4e-08
May 03 2013,2456417,63.53,1.79e-07,3.5e-08
May 10 2013,2456424,96.58,2.66e-07,4.2e-08
May 17 2013,2456431,318.9,3.96e-07,3.7e-08
May 24 2013,2456438,237.45,5.58e-07,6e-08
May 31 2013,2456445,179.24,4.92e-07,5.7e-08
Jun 07 2013,2456451,148.72,3.78e-07,5.2e-08
Jun 14 2013,2456458,211.83,4.8e-07,5.5e-08
Jun 21 2013,2456465,220.53,5.47e-07,6e-08
Jun 28 2013,2456472,475.02,7.71e-07,6.3e-08
Jul 05 2013,2456480,509.04,8.16e-07,6.4e-08
Jul 12 2013,2456487,361.17,6.15e-07,5.7e-08
Jul 19 2013,2456494,317.96,6.04e-07,5.7e-08
Jul 26 2013,2456501,312.12,5.86e-07,5.6e-08
Aug 02 2013,2456507,249.65,5.5e-07,5.6e-08
Aug 09 2013,2456514,468.79,7.75e-07,6.4e-08
Aug 16 2013,2456521,742.01,7.65e-07,5.1e-08
Aug 23 2013,2456528,773.91,7.54e-07,4.7e-08
Aug 30 2013,2456535,538.24,7.83e-07,6e-08
Sep 06 2013,2456542,381.15,6.79e-07,5.9e-08
Sep 13 2013,2456549,460.47,8.11e-07,6.6e-08
Sep 20 2013,2456556,1205.96,1.45e-06,8e-08
Sep 27 2013,2456563,2790.41,2.38e-06,9e-08
Oct 04 2013,2456570,790.75,1.06e-06,7.1e-08
Oct 11 2013,2456577,470.0,7.86e-07,6.4e-08
Oct 18 2013,2456584,516.72,7.97e-07,6.5e-08
Oct 25 2013,2456591,285.92,9.38e-07,1e-07
Nov 01 2013,2456598,420.92,7.85e-07,6.8e-08
Nov 08 2013,2456605,542.2,1.01e-06,8e-08
Nov 15 2013,2456612,485.91,7.89e-07,6.3e-08
Nov 22 2013,2456619,169.25,4.26e-07,5.3e-08
Nov 29 2013,2456626,302.76,6.02e-07,5.9e-08
Dec 06 2013,2456633,157.01,6.57e-07,9.5e-08
Dec 13 2013,2456640,94.09,7.57e-07,1.33e-07
Dec 20 2013,2456647,128.43,5.57e-07,9e-08
Dec 27 2013,2456654,123.97,5.96e-07,9.4e-08
Jan 03 2014,2456660,147.8,8.27e-07,1.15e-07
Jan 10 2014,2456667,232.75,8.98e-07,1.05e-07
Jan 17 2014,2456674,138.13,9.54e-07,1.41e-07
Jan 24 2014,2456681,576.12,7.41e-07,5.4e-08
Jan 31 2014,2456688,1313.12,9.27e-07,4.7e-08
Feb 07 2014,2456695,456.22,9.58e-07,8.4e-08
Feb 14 2014,2456702,341.96,9.74e-07,9.6e-08
Feb 21 2014,2456709,238.7,9.5e-07,1.08e-07
Feb 28 2014,2456716,487.9,9.26e-07,7.7e-08
Mar 07 2014,2456725,121.98,6.53e-07,9.4e-08
Mar 14 2014,2456732,179.5,6.63e-07,8.1e-08
Mar 21 2014,2456739,492.28,9.98e-07,7.9e-08
Mar 28 2014,2456746,340.75,1.1e-06,1.07e-07
Apr 04 2014,2456753,1244.4,2.12e-06,1.2e-07
Apr 11 2014,2456760,694.6,1.71e-06,1.3e-07
Apr 18 2014,2456767,463.47,1.6e-06,1.4e-07
Apr 25 2014,2456774,809.44,1.13e-06,7e-08
May 02 2014,2456781,1129.63,1.27e-06,7e-08
May 09 2014,2456788,1623.16,1.65e-06,8e-08
May 16 2014,2456795,955.54,1.12e-06,7e-08
May 23 2014,2456802,2455.17,2.25e-06,9e-08
May 30 2014,2456809,2143.82,2.24e-06,1e-07
Jun 06 2014,2456816,3601.14,3.95e-06,1.3e-07
Jun 13 2014,2456823,12379.52,9.09e-06,1.8e-07
Jun 20 2014,2456830,16410.62,9.17e-06,1.6e-07
Jun 27 2014,2456837,8583.67,6.15e-06,1.5e-07
Jul 04 2014,2456844,4600.19,3.86e-06,1.2e-07
Jul 11 2014,2456851,2284.36,3.19e-06,1.4e-07
Jul 18 2014,2456858,1500.44,2.95e-06,1.6e-07
Jul 25 2014,2456865,3548.01,3.21e-06,1.1e-07
Aug 01 2014,2456872,2119.36,5.17e-06,2.4e-07
Aug 08 2014,2456879,1408.18,3.55e-06,1.9e-07
Aug 15 2014,2456886,2014.16,4.59e-06,2.1e-07
Aug 22 2014,2456893,1594.55,2.73e-06,1.4e-07
Aug 29 2014,2456900,1432.72,2e-06,1e-07
Sep 05 2014,2456906,969.86,2.28e-06,1.4e-07
Sep 12 2014,2456913,2141.08,3.9e-06,1.7e-07
Sep 19 2014,2456920,1867.08,3.92e-06,1.9e-07
Sep 26 2014,2456927,1059.0,2.81e-06,1.6e-07
Oct 03 2014,2456934,648.93,1.73e-06,1.3e-07
Oct 10 2014,2456941,349.89,1.37e-06,1.3e-07
Oct 17 2014,2456948,452.23,1.04e-06,9e-08
Oct 24 2014,2456955,367.98,9.66e-07,9.5e-08
Oct 31 2014,2456962,1186.22,2.4e-06,1.4e-07
Nov 07 2014,2456969,1177.98,2.4e-06,1.4e-07
Nov 14 2014,2456976,500.41,1.56e-06,1.3e-07
Nov 21 2014,2456983,649.66,1.75e-06,1.3e-07
Nov 28 2014,2456990,1389.68,3.13e-06,1.7e-07
Dec 05 2014,2456997,1330.03,2.11e-06,1.1e-07
Dec 12 2014,2457004,3229.69,3.01e-06,1.1e-07
Dec 19 2014,2457011,4374.22,3.71e-06,1.2e-07
Dec 26 2014,2457018,2259.44,2.28e-06,1e-07
Jan 02 2015,2457025,1664.7,2.06e-06,1e-07
Jan 09 2015,2457032,1189.61,1.6e-06,9e-08
Jan 16 2015,2457039,428.56,7.8e-07,6.5e-08
Jan 23 2015,2457046,223.39,5.27e-07,6e-08
Jan 30 2015,2457053,721.84,1.09e-06,8e-08
Feb 06 2015,2457059,5008.8,3.77e-06,1.2e-07
Feb 13 2015,2457066,2700.23,2.47e-06,1e-07
Feb 20 2015,2457073,2022.34,2.16e-06,9e-08
Feb 27 2015,2457080,1566.73,1.8e-06,9e-08
Mar 06 2015,2457090,1409.89,1.81e-06,9e-08
Mar 13 2015,2457097,1791.06,2.1e-06,9e-08
Mar 20 2015,2457104,918.42,2.38e-06,1.5e-07
Mar 27 2015,2457111,368.15,1.57e-06,1.5e-07
Apr 03 2015,2457117,292.47,8.24e-07,8.6e-08
Apr 10 2015,2457124,484.49,8e-07,6.4e-08
Apr 17 2015,2457131,396.95,6.84e-07,6.1e-08
Apr 24 2015,2457138,228.16,4.98e-07,5.5e-08
May 01 2015,2457145,527.91,7.61e-07,5.8e-08
May 08 2015,2457152,2407.68,2.13e-06,9e-08
May 15 2015,2457159,902.13,1.11e-06,7e-08
May 22 2015,2457166,569.1,8.39e-07,6.3e-08
May 29 2015,2457173,1153.89,1.31e-06,7e-08
Jun 05 2015,2457180,2345.83,2e-06,9e-08
Jun 12 2015,2457187,1304.34,1.45e-06,8e-08
Jun 19 2015,2457194,1178.83,1.72e-06,9e-08
Jun 26 2015,2457201,4111.53,3.28e-06,1e-07
Jul 03 2015,2457208,6219.17,5.16e-06,1.4e-07
Jul 10 2015,2457215,634.62,8.93e-07,6.5e-08
Jul 17 2015,2457222,407.31,6.94e-07,6e-08
Jul 24 2015,2457229,564.79,8.04e-07,6.2e-08
Jul 31 2015,2457236,815.4,1.11e-06,7e-08
Aug 07 2015,2457243,1123.14,1.32e-06,7e-08
Aug 14 2015,2457250,2806.32,2.49e-06,9e-08
Aug 21 2015,2457257,9932.24,7.72e-06,1.7e-07
Aug 28 2015,2457264,1221.58,1.57e-06,8e-08
Sep 04 2015,2457270,2563.65,2.58e-06,1e-07
Sep 11 2015,2457277,4264.88,3.62e-06,1.2e-07
Sep 18 2015,2457284,1304.98,1.61e-06,9e-08
Sep 25 2015,2457291,2541.63,2.77e-06,1.1e-07
Oct 02 2015,2457299,2580.47,2.84e-06,1.1e-07
Oct 09 2015,2457306,2579.33,2.6e-06,1e-07
Oct 16 2015,2457313,1982.89,2.23e-06,1e-07
Oct 23 2015,2457320,1977.06,2.26e-06,1e-07
Oct 30 2015,2457327,4717.82,3.92e-06,1.2e-07
Nov 06 2015,2457333,3290.52,2.93e-06,1e-07
Nov 13 2015,2457340,2412.17,2.48e-06,1e-07
Nov 20 2015,2457347,2203.57,2.41e-06,1e-07
Nov 27 2015,2457354,1735.89,1.9e-06,9e-08
Dec 04 2015,2457362,623.97,9.98e-07,7.1e-08
Dec 11 2015,2457369,391.95,8.8e-07,7.6e-08
Dec 18 2015,2457376,532.77,8.51e-07,6.5e-08
Dec 25 2015,2457383,1026.14,1.23e-06,7e-08
Jan 01 2016,2457389,2898.66,2.67e-06,1e-07
Jan 08 2016,2457396,2369.12,2.74e-06,1.1e-07
Jan 15 2016,2457403,3757.62,3.82e-06,1.3e-07
Jan 22 2016,2457410,4038.13,3.75e-06,1.2e-07
Jan 29 2016,2457417,2636.31,2.82e-06,1.1e-07
Feb 05 2016,2457423,2927.9,2.94e-06,1.1e-07
Feb 12 2016,2457430,2339.32,2.44e-06,1e-07
Feb 19 2016,2457437,796.72,1.1e-06,7e-08
Feb 26 2016,2457444,1250.35,1.55e-06,8e-08
Mar 04 2016,2457453,714.59,1.11e-06,7e-08
Mar 11 2016,2457460,3647.24,3.33e-06,1.1e-07
Mar 18 2016,2457467,1145.54,1.38e-06,8e-08
Mar 25 2016,2457474,508.65,8.37e-07,6.4e-08
Apr 01 2016,2457480,527.85,8.13e-07,6.2e-08
Apr 08 2016,2457487,738.32,1.05e-06,7e-08
Apr 15 2016,2457494,753.68,1.04e-06,7.1e-08
Apr 22 2016,2457501,292.35,6.02e-07,5.9e-08
Apr 29 2016,2457508,310.02,5.35e-07,5.1e-08
May 06 2016,2457516,306.97,5.27e-07,5.1e-08
May 13 2016,2457523,382.91,6.44e-07,5.7e-08
May 20 2016,2457530,1237.93,1.4e-06,8e-08
May 27 2016,2457537,1880.58,1.84e-06,8e-08
Jun 03 2016,2457543,411.79,6.6e-07,5.9e-08
Jun 10 2016,2457550,1102.19,1.3e-06,7e-08
Jun 17 2016,2457557,3478.49,4.59e-06,1.7e-07
Jun 24 2016,2457564,14734.3,7.53e-06,1.4e-07
Jul 01 2016,2457572,1706.81,1.68e-06,8e-08
Jul 08 2016,2457579,2349.38,2.44e-06,1e-07
Jul 15 2016,2457586,1954.35,2.05e-06,9e-08
Jul 22 2016,2457593,1218.23,2.45e-06,1.4e-07
Jul 29 2016,2457600,4874.59,3.97e-06,1.2e-07
Aug 05 2016,2457606,369.01,2.16e-06,2.1e-07
Aug 12 2016,2457613,2028.31,2.14e-06,9e-08
Aug 19 2016,2457620,2573.96,2.63e-06,1.1e-07
Aug 26 2016,2457627,2333.34,2.48e-06,1e-07
Sep 02 2016,2457633,1398.18,1.83e-06,1e-07
Sep 09 2016,2457640,577.24,8.35e-07,6.3e-08
Sep 16 2016,2457647,313.16,5.53e-07,5.5e-08
Sep 23 2016,2457654,566.27,9.23e-07,7.1e-08
Sep 30 2016,2457661,466.22,9.98e-07,8.2e-08
Oct 07 2016,2457669,812.49,1.3e-06,9e-08
Oct 14 2016,2457676,950.4,1.57e-06,1e-07
Oct 21 2016,2457683,871.57,1.3e-06,9e-08
Oct 28 2016,2457690,1563.51,2.16e-06,1e-07
Nov 04 2016,2457696,1368.63,2.44e-06,1.3e-07
Nov 11 2016,2457703,940.16,1.78e-06,1.2e-07
Nov 18 2016,2457710,506.05,9.56e-07,7.6e-08
Nov 25 2016,2457717,624.75,1.06e-06,7.5e-08
Dec 02 2016,2457725,983.69,1.39e-06,8e-08
Dec 09 2016,2457732,611.39,9.99e-07,7.2e-08
Dec 16 2016,2457739,5009.15,2.32e-06,7e-08
Dec 23 2016,2457746,6187.4,3.38e-06,9e-08
Dec 30 2016,2457753,2457.2,1.57e-06,6e-08
Jan 06 2017,2457759,1778.0,1.68e-06,8e-08
Jan 13 2017,2457766,960.25,1.14e-06,7e-08
Jan 20 2017,2457773,1883.8,1.88e-06,8e-08
Jan 27 2017,2457780,1108.97,1.43e-06,8e-08
Feb 03 2017,2457787,1349.83,1.8e-06,9e-08
Feb 10 2017,2457794,1103.25,1.4e-06,8e-08
Feb 17 2017,2457801,1117.14,1.45e-06,8e-08
Feb 24 2017,2457808,1142.67,1.43e-06,8e-08
Mar 03 2017,2457817,628.9,1.01e-06,7.5e-08
Mar 10 2017,2457824,838.49,1.24e-06,8e-08
Mar 17 2017,2457831,891.98,1.22e-06,8e-08
Mar 24 2017,2457838,1129.31,1.47e-06,8e-08
Mar 31 2017,2457845,946.3,1.34e-06,8e-08
Apr 07 2017,2457852,674.71,1.21e-06,9e-08
Apr 14 2017,2457859,1057.08,1.35e-06,8e-08
