"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jun 26 2009","2455009","267710401","122.16","2.38e-7","3.70e-8","-2.14","0","124.46","1e-8","0","bin47.log"
"Jul 03 2009","2455017","268315201","38.17","1.05e-7","2.72e-8","-2.14","0","131.19","1e-8","0","bin48.log"
"Jul 10 2009","2455024","268920001","34.6","1.05e-7","2.95e-8","-2.14","0","137.64","1e-8","0","bin49.log"
"Jul 17 2009","2455031","269524801","38.47","1.22e-7","3.08e-8","-2.14","0","143.63","1e-8","0","bin50.log"
"Jul 24 2009","2455038","270129601","9.79","6.05e-8","2.91e-8","-2.14","0","148.88","1e-8","0","bin51.log"
"Jul 31 2009","2455045","270734401","9.44","7.17e-8","3.03e-8","-2.14","0","152.97","1e-8","0","bin52.log"
"Aug 07 2009","2455051","271339201","15.92","8.09e-8","2.89e-8","-2.14","0","155.35","1e-8","0","bin53.log"
"Aug 14 2009","2455058","271944001","14.92","6.88e-8","2.60e-8","-2.14","0","155.57","1e-8","0","bin54.log"
"Aug 21 2009","2455065","272548801","0.11","5.09e-8","0","0","0","153.64","1e-8","0","bin55.log"
"Aug 28 2009","2455072","273153601","13.4","6.16e-8","2.45e-8","-2.14","0","150.02","1e-8","0","bin56.log"
"Sep 04 2009","2455079","273758401","45.81","1.33e-7","3.20e-8","-2.14","0","145.27","1e-8","0","bin57.log"
"Sep 11 2009","2455086","274363201","61.27","1.70e-7","3.40e-8","-2.14","0","139.83","1e-8","0","bin58.log"
"Sep 18 2009","2455093","274968001","51.33","1.51e-7","3.50e-8","-2.14","0","133.98","1e-8","0","bin59.log"
"Sep 25 2009","2455100","275572801","20.79","1.14e-7","3.45e-8","-2.14","0","127.89","1e-8","0","bin60.log"
"Oct 02 2009","2455107","276177601","49.4","1.45e-7","3.20e-8","-2.14","0","121.66","1e-8","0","bin61.log"
"Oct 09 2009","2455114","276782401","88.11","1.85e-7","3.50e-8","-2.14","0","115.38","1e-8","0","bin62.log"
"Oct 16 2009","2455121","277387201","38.7","1.32e-7","3.34e-8","-2.14","0","109.11","1e-8","0","bin63.log"
"Oct 23 2009","2455128","277992001","117.84","2.39e-7","3.80e-8","-2.14","0","102.90","1e-8","0","bin64.log"
"Oct 30 2009","2455135","278596801","78.05","1.96e-7","3.80e-8","-2.14","0","96.80","1e-8","0","bin65.log"
"Nov 06 2009","2455142","279201601","61.12","1.35e-7","3.00e-8","-2.14","0","90.87","1e-8","0","bin66.log"
"Nov 13 2009","2455149","279806401","94.37","2.40e-7","4.00e-8","-2.14","0","85.16","1e-8","0","bin67.log"
"Nov 20 2009","2455156","280411201","73.02","1.81e-7","3.60e-8","-2.14","0","79.75","1e-8","0","bin68.log"
"Nov 27 2009","2455163","281016001","62.09","1.56e-7","3.40e-8","-2.14","0","74.70","1e-8","0","bin69.log"
"Dec 04 2009","2455170","281620801","74.4","1.96e-7","3.60e-8","-2.14","0","70.07","1e-8","0","bin70.log"
"Dec 11 2009","2455177","282225601","42.66","1.38e-7","3.40e-8","-2.14","0","65.90","1e-8","0","bin71.log"
"Dec 18 2009","2455184","282830401","39.56","1.29e-7","3.45e-8","-2.14","0","62.23","1e-8","0","bin72.log"
"Dec 25 2009","2455191","283435201","49.09","1.35e-7","3.10e-8","-2.14","0","59.05","1e-8","0","bin73.log"
"Jan 01 2010","2455197","284040001","153.69","3.26e-7","4.40e-8","-2.14","0","56.34","1e-8","0","bin74.log"
"Jan 08 2010","2455204","284644801","110.11","2.40e-7","4.10e-8","-2.14","0","54.05","1e-8","0","bin75.log"
"Jan 15 2010","2455211","285249601","38.5","1.33e-7","3.51e-8","-2.14","0","52.12","1e-8","0","bin76.log"
"Jan 22 2010","2455218","285854401","230.7","4.09e-7","4.60e-8","-2.14","0","50.50","1e-8","0","bin77.log"
"Jan 29 2010","2455225","286459201","94.29","2.37e-7","4.20e-8","-2.14","0","49.15","1e-8","0","bin78.log"
"Feb 05 2010","2455232","287064001","40.07","1.73e-7","4.00e-8","-2.14","0","48.06","1e-8","0","bin79.log"
"Feb 12 2010","2455239","287668801","40.53","1.38e-7","3.50e-8","-2.14","0","47.24","1e-8","0","bin80.log"
"Feb 19 2010","2455246","288273601","103.28","2.18e-7","3.50e-8","-2.14","0","46.75","1e-8","0","bin81.log"
"Feb 26 2010","2455253","288878401","103.14","2.61e-7","4.10e-8","-2.14","0","46.65","1e-8","0","bin82.log"
"Mar 05 2010","2455262","289483201","75.29","2.28e-7","4.20e-8","-2.14","0","47.03","1e-8","0","bin83.log"
"Mar 12 2010","2455269","290088001","105.92","2.05e-7","3.60e-8","-2.14","0","47.96","1e-8","0","bin84.log"
"Mar 19 2010","2455276","290692801","194.5","3.19e-7","4.50e-8","-2.14","0","49.49","1e-8","0","bin85.log"
"Mar 26 2010","2455283","291297601","22.72","9.46e-8","3.19e-8","-2.14","0","51.66","1e-8","0","bin86.log"
"Apr 02 2010","2455290","291902401","61.3","2.00e-7","4.10e-8","-2.14","0","54.49","1e-8","0","bin87.log"
"Apr 09 2010","2455297","292507201","115.88","1.97e-7","2.90e-8","-2.14","0","57.95","1e-8","0","bin88.log"
"Apr 16 2010","2455304","293112001","39.69","1.39e-7","3.40e-8","-2.14","0","62.00","1e-8","0","bin89.log"
"Apr 23 2010","2455311","293716801","106.75","2.43e-7","3.90e-8","-2.14","0","66.60","1e-8","0","bin90.log"
"Apr 30 2010","2455318","294321601","33.68","1.18e-7","3.11e-8","-2.14","0","71.70","1e-8","0","bin91.log"
"May 07 2010","2455325","294926401","176.2","3.13e-7","4.30e-8","-2.14","0","77.24","1e-8","0","bin92.log"
"May 14 2010","2455332","295531201","193.71","3.51e-7","4.70e-8","-2.14","0","83.16","1e-8","0","bin93.log"
"May 21 2010","2455339","296136001","131.74","3.02e-7","4.30e-8","-2.14","0","89.41","1e-8","0","bin94.log"
"May 28 2010","2455346","296740801","146.76","3.02e-7","4.20e-8","-2.14","0","95.91","1e-8","0","bin95.log"
"Jun 04 2010","2455353","297345601","208.33","3.38e-7","4.20e-8","-2.14","0","102.62","1e-8","0","bin96.log"
"Jun 11 2010","2455360","297950401","130.22","2.86e-7","4.10e-8","-2.14","0","109.46","1e-8","0","bin97.log"
"Jun 18 2010","2455367","298555201","56.8","1.63e-7","3.50e-8","-2.14","0","116.37","1e-8","0","bin98.log"
"Jun 25 2010","2455374","299160001","97.07","2.16e-7","3.50e-8","-2.14","0","123.25","1e-8","0","bin99.log"
"Jul 02 2010","2455381","299764801","17.02","6.56e-8","2.50e-8","-2.14","0","130.01","1e-8","0","bin100.log"
"Jul 09 2010","2455388","300369601","43.49","1.40e-7","3.60e-8","-2.14","0","136.52","1e-8","0","bin101.log"
"Jul 16 2010","2455395","300974401","43.31","1.40e-7","3.40e-8","-2.14","0","142.61","1e-8","0","bin102.log"
"Jul 23 2010","2455402","301579201","17.87","8.20e-8","2.91e-8","-2.14","0","148.02","1e-8","0","bin103.log"
"Jul 30 2010","2455409","302184001","80.95","2.14e-7","3.90e-8","-2.14","0","152.35","1e-8","0","bin104.log"
"Aug 06 2010","2455416","302788801","34.11","1.51e-7","3.80e-8","-2.14","0","155.08","1e-8","0","bin105.log"
"Aug 13 2010","2455423","303393601","53.28","1.45e-7","3.10e-8","-2.14","0","155.70","1e-8","0","bin106.log"
"Aug 20 2010","2455430","303998401","41.72","1.34e-7","3.00e-8","-2.14","0","154.12","1e-8","0","bin107.log"
"Aug 27 2010","2455437","304603201","187.58","3.64e-7","4.70e-8","-2.14","0","150.76","1e-8","0","bin108.log"
"Sep 03 2010","2455443","305208001","47.96","1.59e-7","3.80e-8","-2.14","0","146.17","1e-8","0","bin109.log"
"Sep 10 2010","2455450","305812801","22.06","1.05e-7","3.20e-8","-2.14","0","140.83","1e-8","0","bin110.log"
"Sep 17 2010","2455457","306417601","32.86","1.03e-7","2.77e-8","-2.14","0","135.04","1e-8","0","bin111.log"
"Sep 24 2010","2455464","307022401","9.04","4.80e-8","2.38e-8","-2.14","0","128.98","1e-8","0","bin112.log"
"Oct 01 2010","2455471","307627201","2.72","7.46e-8","0","0","0","122.77","1e-8","0","bin113.log"
"Oct 08 2010","2455478","308232001","15.75","6.54e-8","2.49e-8","-2.14","0","116.50","1e-8","0","bin114.log"
"Oct 15 2010","2455485","308836801","32.19","1.14e-7","3.10e-8","-2.14","0","110.22","1e-8","0","bin115.log"
"Oct 22 2010","2455492","309441601","10.29","5.63e-8","2.57e-8","-2.14","0","104.00","1e-8","0","bin116.log"
"Oct 29 2010","2455499","310046401","34.41","1.21e-7","3.08e-8","-2.14","0","97.87","1e-8","0","bin117.log"
"Nov 05 2010","2455506","310651201","8.21","6.56e-8","2.93e-8","-2.14","0","91.90","1e-8","0","bin118.log"
"Nov 12 2010","2455513","311256001","7.13","4.96e-8","2.58e-8","-2.14","0","86.16","1e-8","0","bin119.log"
"Nov 19 2010","2455520","311860801","19.84","9.84e-8","3.21e-8","-2.14","0","80.69","1e-8","0","bin120.log"
"Nov 26 2010","2455527","312465601","16.35","6.19e-8","2.56e-8","-2.14","0","75.57","1e-8","0","bin121.log"
"Dec 03 2010","2455534","313070401","56.68","1.35e-7","2.90e-8","-2.14","0","70.86","1e-8","0","bin122.log"
"Dec 10 2010","2455541","313675201","30.9","9.94e-8","2.93e-8","-2.14","0","66.60","1e-8","0","bin123.log"
"Dec 17 2010","2455548","314280001","30.9","1.36e-7","3.50e-8","-2.14","0","62.84","1e-8","0","bin124.log"
"Dec 24 2010","2455555","314884801","20.67","9.69e-8","2.98e-8","-2.14","0","59.58","1e-8","0","bin125.log"
"Dec 31 2010","2455562","315489601","7.9","7.86e-8","3.58e-8","-2.14","0","56.79","1e-8","0","bin126.log"
"Jan 07 2011","2455569","316094401","9.14","6.52e-8","2.84e-8","-2.14","0","54.43","1e-8","0","bin127.log"
"Jan 14 2011","2455576","316699201","13.01","5.77e-8","2.63e-8","-2.14","0","52.44","1e-8","0","bin128.log"
"Jan 21 2011","2455583","317304001","26.51","1.06e-7","3.31e-8","-2.14","0","50.77","1e-8","0","bin129.log"
"Jan 28 2011","2455590","317908801","3.13","9.78e-8","0","0","0","49.37","1e-8","0","bin130.log"
"Feb 04 2011","2455596","318513601","25.98","1.06e-7","3.41e-8","-2.14","0","48.23","1e-8","0","bin131.log"
"Feb 11 2011","2455603","319118401","79.3","2.40e-7","4.40e-8","-2.14","0","47.36","1e-8","0","bin132.log"
"Feb 18 2011","2455610","319723201","21.9","1.10e-7","3.45e-8","-2.14","0","46.81","1e-8","0","bin133.log"
"Feb 25 2011","2455617","320328001","75.08","1.93e-7","3.50e-8","-2.14","0","46.64","1e-8","0","bin134.log"
"Mar 04 2011","2455627","320932801","18.61","8.84e-8","3.03e-8","-2.14","0","46.93","1e-8","0","bin135.log"
"Mar 11 2011","2455634","321537601","96.29","2.36e-7","4.10e-8","-2.14","0","47.75","1e-8","0","bin136.log"
"Mar 18 2011","2455641","322142401","112.74","2.33e-7","3.60e-8","-2.14","0","49.17","1e-8","0","bin137.log"
"Mar 25 2011","2455648","322747201","141.25","1.77e-7","2.50e-8","-2.14","0","51.23","1e-8","0","bin138.log"
"Apr 01 2011","2455654","323352001","83.9","2.19e-7","4.10e-8","-2.14","0","53.94","1e-8","0","bin139.log"
"Apr 08 2011","2455661","323956801","43.61","1.37e-7","3.30e-8","-2.14","0","57.29","1e-8","0","bin140.log"
"Apr 15 2011","2455668","324561601","34.9","1.35e-7","3.68e-8","-2.14","0","61.24","1e-8","0","bin141.log"
"Apr 22 2011","2455675","325166401","33.65","1.14e-7","3.05e-8","-2.14","0","65.75","1e-8","0","bin142.log"
"Apr 29 2011","2455682","325771201","47.9","1.77e-7","3.90e-8","-2.14","0","70.77","1e-8","0","bin143.log"
"May 06 2011","2455689","326376001","88.99","2.29e-7","3.90e-8","-2.14","0","76.23","1e-8","0","bin144.log"
"May 13 2011","2455696","326980801","216.88","3.92e-7","4.40e-8","-2.14","0","82.09","1e-8","0","bin145.log"
"May 20 2011","2455703","327585601","505.43","6.59e-7","5.30e-8","-2.14","0","88.28","1e-8","0","bin146.log"
"May 27 2011","2455710","328190401","913.67","9.60e-7","6.10e-8","-2.14","0","94.74","1e-8","0","bin147.log"
"Jun 03 2011","2455717","328795201","373.44","5.06e-7","4.90e-8","-2.14","0","101.42","1e-8","0","bin148.log"
"Jun 10 2011","2455724","329400001","349.76","5.05e-7","5.00e-8","-2.14","0","108.24","1e-8","0","bin149.log"
"Jun 17 2011","2455731","330004801","249.34","4.32e-7","4.80e-8","-2.14","0","115.14","1e-8","0","bin150.log"
"Jun 24 2011","2455738","330609601","399.54","5.81e-7","5.50e-8","-2.14","0","122.04","1e-8","0","bin151.log"
"Jul 01 2011","2455745","331214401","312.3","4.33e-7","4.70e-8","-2.14","0","128.82","1e-8","0","bin152.log"
"Jul 08 2011","2455752","331819201","640.82","6.89e-7","5.20e-8","-2.14","0","135.39","1e-8","0","bin153.log"
"Jul 15 2011","2455759","332424001","314.17","4.82e-7","5.10e-8","-2.14","0","141.57","1e-8","0","bin154.log"
"Jul 22 2011","2455766","333028801","336.46","5.59e-7","5.60e-8","-2.14","0","147.13","1e-8","0","bin155.log"
"Jul 29 2011","2455773","333633601","251.51","4.37e-7","5.00e-8","-2.14","0","151.68","1e-8","0","bin156.log"
"Aug 05 2011","2455780","334238401","202.37","3.06e-7","3.90e-8","-2.14","0","154.73","1e-8","0","bin157.log"
"Aug 12 2011","2455787","334843201","149.55","2.81e-7","4.20e-8","-2.14","0","155.75","1e-8","0","bin158.log"
"Aug 19 2011","2455794","335448001","178.48","3.21e-7","4.20e-8","-2.14","0","154.55","1e-8","0","bin159.log"
"Aug 26 2011","2455801","336052801","288.6","4.61e-7","5.00e-8","-2.14","0","151.46","1e-8","0","bin160.log"
"Sep 02 2011","2455807","336657601","171.79","4.24e-7","5.90e-8","-2.14","0","147.05","1e-8","0","bin161.log"
"Sep 09 2011","2455814","337262401","38.84","1.59e-7","4.00e-8","-2.14","0","141.82","1e-8","0","bin162.log"
"Sep 16 2011","2455821","337867201","77.05","2.24e-7","4.00e-8","-2.14","0","136.09","1e-8","0","bin163.log"
"Sep 23 2011","2455828","338472001","161.27","2.99e-7","4.10e-8","-2.14","0","130.07","1e-8","0","bin164.log"
"Sep 30 2011","2455835","339076801","190.88","3.35e-7","4.10e-8","-2.14","0","123.88","1e-8","0","bin165.log"
"Oct 07 2011","2455843","339681601","121.26","2.57e-7","4.10e-8","-2.14","0","117.62","1e-8","0","bin166.log"
"Oct 14 2011","2455850","340286401","221.35","4.12e-7","4.60e-8","-2.14","0","111.33","1e-8","0","bin167.log"
"Oct 21 2011","2455857","340891201","124.83","2.98e-7","4.10e-8","-2.14","0","105.09","1e-8","0","bin168.log"
"Oct 28 2011","2455864","341496001","355.18","5.81e-7","5.40e-8","-2.14","0","98.95","1e-8","0","bin169.log"
"Nov 04 2011","2455870","342100801","425.45","6.86e-7","6.30e-8","-2.14","0","92.95","1e-8","0","bin170.log"
"Nov 11 2011","2455877","342705601","247.5","4.32e-7","4.90e-8","-2.14","0","87.16","1e-8","0","bin171.log"
"Nov 18 2011","2455884","343310401","105.9","2.37e-7","3.80e-8","-2.14","0","81.64","1e-8","0","bin172.log"
"Nov 25 2011","2455891","343915201","245.96","4.03e-7","4.50e-8","-2.14","0","76.45","1e-8","0","bin173.log"
"Dec 02 2011","2455899","344520001","360.07","5.67e-7","5.40e-8","-2.14","0","71.66","1e-8","0","bin174.log"
"Dec 09 2011","2455906","345124801","396.53","5.33e-7","5.00e-8","-2.14","0","67.32","1e-8","0","bin175.log"
"Dec 16 2011","2455913","345729601","109.73","2.57e-7","4.10e-8","-2.14","0","63.47","1e-8","0","bin176.log"
"Dec 23 2011","2455920","346334401","273.5","5.20e-7","5.80e-8","-2.14","0","60.12","1e-8","0","bin177.log"
"Dec 30 2011","2455927","346939201","195.3","3.81e-7","4.80e-8","-2.14","0","57.25","1e-8","0","bin178.log"
"Jan 06 2012","2455933","347544001","99.4","2.58e-7","4.10e-8","-2.14","0","54.82","1e-8","0","bin179.log"
"Jan 13 2012","2455940","348148801","130.13","3.04e-7","4.30e-8","-2.14","0","52.77","1e-8","0","bin180.log"
"Jan 20 2012","2455947","348753601","105.2","2.73e-7","4.50e-8","-2.14","0","51.05","1e-8","0","bin181.log"
"Jan 27 2012","2455954","349358401","284.81","4.21e-7","4.50e-8","-2.14","0","49.60","1e-8","0","bin182.log"
"Feb 03 2012","2455960","349963201","230.77","3.66e-7","4.10e-8","-2.14","0","48.42","1e-8","0","bin183.log"
"Feb 10 2012","2455967","350568001","174.61","3.43e-7","4.30e-8","-2.14","0","47.50","1e-8","0","bin184.log"
"Feb 17 2012","2455974","351172801","111.34","2.67e-7","4.40e-8","-2.14","0","46.88","1e-8","0","bin185.log"
"Feb 24 2012","2455981","351777601","364.93","5.71e-7","5.70e-8","-2.14","0","46.64","1e-8","0","bin186.log"
"Mar 02 2012","2455990","352382401","587.4","6.99e-7","5.40e-8","-2.14","0","46.84","1e-8","0","bin187.log"
"Mar 09 2012","2455997","352987201","185.72","3.00e-7","3.80e-8","-2.14","0","47.56","1e-8","0","bin188.log"
"Mar 16 2012","2456004","353592001","191.26","4.03e-7","5.20e-8","-2.14","0","48.87","1e-8","0","bin189.log"
"Mar 23 2012","2456011","354196801","354.23","5.16e-7","4.80e-8","-2.14","0","50.82","1e-8","0","bin190.log"
"Mar 30 2012","2456018","354801601","391.84","5.49e-7","4.90e-8","-2.14","0","53.41","1e-8","0","bin191.log"
"Apr 06 2012","2456024","355406401","610.16","7.89e-7","6.00e-8","-2.14","0","56.65","1e-8","0","bin192.log"
"Apr 13 2012","2456031","356011201","371.24","6.03e-7","5.60e-8","-2.14","0","60.50","1e-8","0","bin193.log"
"Apr 20 2012","2456038","356616001","127.73","2.89e-7","4.30e-8","-2.14","0","64.91","1e-8","0","bin194.log"
"Apr 27 2012","2456045","357220801","65.77","1.91e-7","3.70e-8","-2.14","0","69.84","1e-8","0","bin195.log"
"May 04 2012","2456053","357825601","258.38","4.78e-7","5.20e-8","-2.14","0","75.23","1e-8","0","bin196.log"
"May 11 2012","2456060","358430401","474.38","6.46e-7","5.70e-8","-2.14","0","81.02","1e-8","0","bin197.log"
"May 18 2012","2456067","359035201","317.19","4.64e-7","4.60e-8","-2.14","0","87.16","1e-8","0","bin198.log"
"May 25 2012","2456074","359640001","328.68","4.58e-7","4.40e-8","-2.14","0","93.58","1e-8","0","bin199.log"
"Jun 01 2012","2456080","360244801","119.26","2.74e-7","4.00e-8","-2.14","0","100.22","1e-8","0","bin200.log"
"Jun 08 2012","2456087","360849601","592.94","7.13e-7","5.80e-8","-2.14","0","107.03","1e-8","0","bin201.log"
"Jun 15 2012","2456094","361454401","151.59","2.65e-7","3.80e-8","-2.14","0","113.92","1e-8","0","bin202.log"
"Jun 22 2012","2456101","362059201","84.3","2.27e-7","4.00e-8","-2.14","0","120.82","1e-8","0","bin203.log"
"Jun 29 2012","2456108","362664001","212.85","3.71e-7","4.70e-8","-2.14","0","127.63","1e-8","0","bin204.log"
"Jul 06 2012","2456116","363268801","139.54","3.36e-7","5.00e-8","-2.14","0","134.25","1e-8","0","bin205.log"
"Jul 13 2012","2456123","363873601","117.74","2.56e-7","4.10e-8","-2.14","0","140.51","1e-8","0","bin206.log"
"Jul 20 2012","2456130","364478401","498.14","7.05e-7","5.60e-8","-2.14","0","146.20","1e-8","0","bin207.log"
"Jul 27 2012","2456137","365083201","217.31","3.86e-7","4.60e-8","-2.14","0","150.97","1e-8","0","bin208.log"
"Aug 03 2012","2456143","365688001","67.63","2.15e-7","4.10e-8","-2.14","0","154.33","1e-8","0","bin209.log"
"Aug 10 2012","2456150","366292801","66.95","1.76e-7","3.40e-8","-2.14","0","155.73","1e-8","0","bin210.log"
"Aug 17 2012","2456157","366897601","142.39","2.97e-7","4.10e-8","-2.14","0","154.92","1e-8","0","bin211.log"
"Aug 24 2012","2456164","367502401","797.26","9.82e-7","6.90e-8","-2.14","0","152.12","1e-8","0","bin212.log"
"Aug 31 2012","2456171","368107201","163.8","2.85e-7","4.00e-8","-2.14","0","147.90","1e-8","0","bin213.log"
"Sep 07 2012","2456177","368712001","71.4","2.00e-7","3.60e-8","-2.14","0","142.79","1e-8","0","bin214.log"
"Sep 14 2012","2456184","369316801","43.57","1.49e-7","3.60e-8","-2.14","0","137.13","1e-8","0","bin215.log"
"Sep 21 2012","2456191","369921601","21.27","9.26e-8","3.00e-8","-2.14","0","131.15","1e-8","0","bin216.log"
"Sep 28 2012","2456198","370526401","21.51","6.30e-8","1.98e-8","-2.14","0","124.99","1e-8","0","bin217.log"
"Oct 05 2012","2456206","371131201","35.08","1.16e-7","2.89e-8","-2.14","0","118.73","1e-8","0","bin218.log"
"Oct 12 2012","2456213","371736001","8.1","6.56e-8","2.92e-8","-2.14","0","112.45","1e-8","0","bin219.log"
"Oct 19 2012","2456220","372340801","30.61","1.23e-7","3.21e-8","-2.14","0","106.20","1e-8","0","bin220.log"
"Oct 26 2012","2456227","372945601","70.79","1.94e-7","3.40e-8","-2.14","0","100.03","1e-8","0","bin221.log"
"Nov 02 2012","2456233","373550401","8.2","5.07e-8","2.56e-8","-2.14","0","94.00","1e-8","0","bin222.log"
"Nov 09 2012","2456240","374155201","10.16","7.95e-8","3.27e-8","-2.14","0","88.17","1e-8","0","bin223.log"
"Nov 16 2012","2456247","374760001","13.9","6.81e-8","2.59e-8","-2.14","0","82.59","1e-8","0","bin224.log"
"Nov 23 2012","2456254","375364801","14.19","7.12e-8","2.58e-8","-2.14","0","77.34","1e-8","0","bin225.log"
"Nov 30 2012","2456261","375969601","111.95","2.20e-7","3.60e-8","-2.14","0","72.48","1e-8","0","bin226.log"
