Date(UTC),Julian Date,TS,Photon Flux [0.1-100 GeV](photons cm-2 s-1),Photon Flux Error(photons cm-2 s-1)
Oct 07 2011,2455843,426.29,3.25e-07,3.2e-08
Oct 14 2011,2455850,343.02,2.7e-07,2.9e-08
Oct 21 2011,2455857,1473.86,7.94e-07,4.6e-08
Oct 28 2011,2455864,563.91,3.97e-07,3.5e-08
Nov 04 2011,2455870,272.95,2.6e-07,3.1e-08
Nov 11 2011,2455877,148.67,1.46e-07,2.4e-08
Nov 18 2011,2455884,142.81,1.73e-07,2.7e-08
Nov 25 2011,2455891,276.85,2.32e-07,2.8e-08
Dec 02 2011,2455899,156.99,1.61e-07,2.5e-08
Dec 09 2011,2455906,365.21,2.85e-07,2.9e-08
Dec 16 2011,2455913,270.99,2.41e-07,2.9e-08
Dec 23 2011,2455920,303.35,2.22e-07,2.7e-08
Dec 30 2011,2455927,289.11,2.58e-07,3e-08
Jan 06 2012,2455933,332.81,2.91e-07,3.3e-08
Jan 13 2012,2455940,137.04,1.54e-07,2.4e-08
Jan 20 2012,2455947,122.0,1.07e-07,2.04e-08
Jan 27 2012,2455954,188.82,1.97e-07,2.7e-08
Feb 03 2012,2455960,638.38,4.22e-07,3.6e-08
Feb 10 2012,2455967,290.02,2.36e-07,2.7e-08
Feb 17 2012,2455974,211.13,1.88e-07,2.7e-08
Feb 24 2012,2455981,654.15,4.44e-07,3.7e-08
Mar 02 2012,2455990,518.1,3.6e-07,3.5e-08
Mar 09 2012,2455997,472.16,2.67e-07,2.5e-08
Mar 16 2012,2456004,520.06,3.45e-07,3.1e-08
Mar 23 2012,2456011,777.65,4.51e-07,3.6e-08
Mar 30 2012,2456018,427.86,3.22e-07,3.2e-08
Apr 06 2012,2456024,345.31,2.78e-07,3e-08
Apr 13 2012,2456031,360.23,2.55e-07,2.8e-08
Apr 20 2012,2456038,499.73,3.8e-07,3.8e-08
Apr 27 2012,2456045,679.41,3.96e-07,3.3e-08
May 04 2012,2456053,765.32,4.4e-07,3.4e-08
May 11 2012,2456060,582.99,3.45e-07,3.2e-08
May 18 2012,2456067,358.96,2.55e-07,2.9e-08
May 25 2012,2456074,810.81,4.25e-07,3.3e-08
Jun 01 2012,2456080,603.15,3.61e-07,3.4e-08
Jun 08 2012,2456087,464.69,3.24e-07,3.2e-08
Jun 15 2012,2456094,223.4,2.02e-07,2.8e-08
Jun 22 2012,2456101,448.9,2.98e-07,3e-08
Jun 29 2012,2456108,577.11,3.86e-07,3.3e-08
Jul 06 2012,2456116,1368.3,6.39e-07,3.7e-08
Jul 13 2012,2456123,381.41,3.16e-07,3.3e-08
Jul 20 2012,2456130,270.51,2.52e-07,3e-08
Jul 27 2012,2456137,363.1,2.98e-07,3.2e-08
Aug 03 2012,2456143,1587.98,8.06e-07,4.5e-08
Aug 10 2012,2456150,456.96,3.19e-07,3.1e-08
Aug 17 2012,2456157,894.92,5.38e-07,4e-08
Aug 24 2012,2456164,437.46,3.26e-07,3.2e-08
Aug 31 2012,2456171,334.73,2.78e-07,3.1e-08
Sep 07 2012,2456177,1032.34,5.98e-07,4.1e-08
Sep 14 2012,2456184,1094.41,6.34e-07,4.4e-08
Sep 21 2012,2456191,345.89,2.64e-07,2.8e-08
Sep 28 2012,2456198,1072.78,4.02e-07,2.6e-08
Oct 05 2012,2456206,362.33,2.65e-07,3e-08
Oct 12 2012,2456213,454.59,3.18e-07,3e-08
Oct 19 2012,2456220,135.98,1.42e-07,2.3e-08
Oct 26 2012,2456227,232.0,2.19e-07,2.9e-08
Nov 02 2012,2456233,430.33,3.06e-07,3.2e-08
Nov 09 2012,2456240,442.22,3.37e-07,3.3e-08
Nov 16 2012,2456247,343.8,2.67e-07,2.9e-08
Nov 23 2012,2456254,57.85,8.64e-08,2.08e-08
Nov 30 2012,2456261,53.38,8.16e-08,2.05e-08
Dec 07 2012,2456269,190.34,1.89e-07,2.6e-08
Dec 14 2012,2456276,262.47,2.53e-07,3.1e-08
Dec 21 2012,2456283,205.73,1.89e-07,2.6e-08
Dec 28 2012,2456290,99.36,1.1e-07,2.07e-08
Jan 04 2013,2456296,94.74,1.11e-07,2.2e-08
Jan 11 2013,2456303,82.08,9.23e-08,2.02e-08
Jan 18 2013,2456310,46.04,6.93e-08,1.85e-08
Jan 25 2013,2456317,38.16,7.06e-08,1.92e-08
Feb 01 2013,2456324,64.88,1.06e-07,2.19e-08
Feb 08 2013,2456331,134.51,1.3e-07,2.3e-08
Feb 15 2013,2456338,68.18,8.97e-08,1.99e-08
Feb 22 2013,2456345,172.53,1.85e-07,2.6e-08
Mar 01 2013,2456354,98.15,1.02e-07,2.02e-08
Mar 08 2013,2456361,221.47,2e-07,2.5e-08
Mar 15 2013,2456368,260.1,2.21e-07,2.7e-08
Mar 22 2013,2456375,279.15,2.14e-07,2.6e-08
Mar 29 2013,2456382,66.2,7.62e-08,1.79e-08
Apr 05 2013,2456389,528.39,3.29e-07,3e-08
Apr 12 2013,2456396,830.92,4.31e-07,3.3e-08
Apr 19 2013,2456403,953.99,5.85e-07,4.3e-08
Apr 26 2013,2456410,591.43,3.77e-07,3.6e-08
May 03 2013,2456417,207.88,1.99e-07,2.7e-08
May 10 2013,2456424,207.21,2.01e-07,2.8e-08
May 17 2013,2456431,558.91,2.51e-07,2.2e-08
May 24 2013,2456438,442.62,3.69e-07,3.6e-08
May 31 2013,2456445,491.53,3.53e-07,3.3e-08
Jun 07 2013,2456451,280.41,2.43e-07,2.8e-08
Jun 14 2013,2456458,373.86,3e-07,3.2e-08
Jun 21 2013,2456465,278.0,2.5e-07,3e-08
Jun 28 2013,2456472,111.96,1.31e-07,2.4e-08
Jul 05 2013,2456480,103.13,1.02e-07,1.98e-08
Jul 12 2013,2456487,37.33,7.34e-08,1.93e-08
Jul 19 2013,2456494,49.75,8.59e-08,2.08e-08
Jul 26 2013,2456501,23.54,2.94e-08,1.26e-08
Aug 02 2013,2456507,50.2,7.4e-08,1.99e-08
Aug 09 2013,2456514,7.21,1.07e-08,8.35e-09
Aug 16 2013,2456521,30.55,5.88e-08,1.93e-08
Aug 23 2013,2456528,78.36,1.05e-07,2.28e-08
Aug 30 2013,2456535,16.17,3.58e-08,1.42e-08
Sep 06 2013,2456542,19.59,4.08e-08,1.51e-08
Sep 13 2013,2456549,55.47,6.61e-08,1.78e-08
Sep 20 2013,2456556,33.6,5.15e-08,1.65e-08
Sep 27 2013,2456563,2.45,3.25e-08,1.625e-08
Oct 04 2013,2456570,7.31,1.37e-08,9.47e-09
Oct 11 2013,2456577,4.91,2.51e-08,1.44e-08
Oct 18 2013,2456584,97.91,9.11e-08,1.72e-08
Oct 25 2013,2456591,78.52,1.5e-07,3.3e-08
Nov 01 2013,2456598,74.74,9.87e-08,2.15e-08
Nov 08 2013,2456605,77.37,8.84e-08,1.94e-08
Nov 15 2013,2456612,75.89,1.04e-07,2.15e-08
Nov 22 2013,2456619,26.25,5.24e-08,1.64e-08
Nov 29 2013,2456626,0.38,3.59e-08,1.795e-08
Dec 06 2013,2456633,5.81,1.94e-08,1.79e-08
Dec 13 2013,2456640,7.53,4.54e-08,2.56e-08
Dec 20 2013,2456647,104.76,9.1e-08,2.14e-08
Dec 27 2013,2456654,52.94,8.79e-08,1.96e-08
Jan 03 2014,2456660,6.2,2.47e-08,1.38e-08
Jan 10 2014,2456667,24.93,7.49e-08,2.48e-08
Jan 17 2014,2456674,41.61,1.33e-07,4.73e-08
Jan 24 2014,2456681,105.58,8.83e-08,1.57e-08
Jan 31 2014,2456688,179.97,9.33e-08,1.35e-08
Feb 07 2014,2456695,9.31,3.77e-08,1.65e-08
Feb 14 2014,2456702,24.93,4.55e-08,1.53e-08
Feb 21 2014,2456709,87.99,1.03e-07,1.98e-08
Feb 28 2014,2456716,207.88,3.01e-07,4.5e-08
Mar 07 2014,2456725,78.96,1.45e-07,3.3e-08
Mar 14 2014,2456732,105.1,1.85e-07,3.3e-08
Mar 21 2014,2456739,164.49,1.79e-07,2.9e-08
Mar 28 2014,2456746,63.01,9.38e-08,2.19e-08
Apr 04 2014,2456753,237.84,2.54e-07,3.5e-08
Apr 11 2014,2456760,428.19,3.17e-07,3.3e-08
Apr 18 2014,2456767,1351.46,7.43e-07,4.7e-08
Apr 25 2014,2456774,157.98,1.72e-07,2.6e-08
May 02 2014,2456781,399.96,3.24e-07,3.4e-08
May 09 2014,2456788,706.62,4.08e-07,3.5e-08
May 16 2014,2456795,537.22,3.6e-07,3.3e-08
May 23 2014,2456802,269.98,2.24e-07,2.8e-08
May 30 2014,2456809,181.66,1.79e-07,2.7e-08
Jun 06 2014,2456816,410.67,3.41e-07,3.4e-08
Jun 13 2014,2456823,166.84,1.69e-07,2.5e-08
Jun 20 2014,2456830,367.78,3.09e-07,3.3e-08
Jun 27 2014,2456837,518.93,4.37e-07,3.8e-08
Jul 04 2014,2456844,130.24,1.61e-07,2.4e-08
Jul 11 2014,2456851,108.57,1.4e-07,2.5e-08
Jul 18 2014,2456858,89.38,1.16e-07,2.17e-08
Jul 25 2014,2456865,108.39,1.6e-07,2.7e-08
Aug 01 2014,2456872,493.73,3.48e-07,3.3e-08
Aug 08 2014,2456879,233.47,2.76e-07,3.6e-08
Aug 15 2014,2456886,133.69,3.23e-07,5.7e-08
Aug 22 2014,2456893,290.35,2.97e-07,3.2e-08
Aug 29 2014,2456900,101.03,1.36e-07,2.6e-08
Sep 05 2014,2456906,246.66,2.03e-07,2.7e-08
Sep 12 2014,2456913,394.63,2.76e-07,3e-08
Sep 19 2014,2456920,453.38,3.34e-07,3.3e-08
Sep 26 2014,2456927,196.89,2.26e-07,3.1e-08
Oct 03 2014,2456934,91.37,1.48e-07,3e-08
Oct 10 2014,2456941,30.69,1.41e-07,4.76e-08
Oct 17 2014,2456948,51.67,1.27e-07,3.05e-08
Oct 24 2014,2456955,183.79,2.06e-07,3e-08
Oct 31 2014,2456962,64.05,8.5e-08,1.94e-08
Nov 07 2014,2456969,179.96,1.73e-07,2.5e-08
Nov 14 2014,2456976,662.29,4.34e-07,3.6e-08
Nov 21 2014,2456983,448.91,3.5e-07,3.6e-08
Nov 28 2014,2456990,158.12,2.73e-07,4.5e-08
Dec 05 2014,2456997,83.36,1.24e-07,2.58e-08
Dec 12 2014,2457004,149.21,1.56e-07,2.5e-08
Dec 19 2014,2457011,135.82,1.36e-07,2.2e-08
Dec 26 2014,2457018,138.45,1.63e-07,2.6e-08
Jan 02 2015,2457025,145.24,1.28e-07,2.1e-08
Jan 09 2015,2457032,207.29,2.05e-07,2.6e-08
Jan 16 2015,2457039,945.22,5.48e-07,3.9e-08
Jan 23 2015,2457046,1300.21,6.7e-07,4.2e-08
Jan 30 2015,2457053,383.8,3.05e-07,3.3e-08
Feb 06 2015,2457059,353.54,2.7e-07,3e-08
Feb 13 2015,2457066,201.52,1.77e-07,2.4e-08
Feb 20 2015,2457073,95.19,1.17e-07,2.1e-08
Feb 27 2015,2457080,415.38,3.04e-07,3.2e-08
Mar 06 2015,2457090,506.25,3.58e-07,3.3e-08
Mar 13 2015,2457097,501.92,3.7e-07,3.4e-08
Mar 20 2015,2457104,280.3,4.54e-07,5.8e-08
Mar 27 2015,2457111,491.4,4.1e-07,4.1e-08
Apr 03 2015,2457117,1164.45,7.08e-07,4.5e-08
Apr 10 2015,2457124,917.38,5.24e-07,3.7e-08
Apr 17 2015,2457131,1547.1,7.26e-07,4.3e-08
Apr 24 2015,2457138,493.42,3.05e-07,3.1e-08
May 01 2015,2457145,239.11,2.25e-07,2.9e-08
May 08 2015,2457152,480.61,3.48e-07,3.4e-08
May 15 2015,2457159,403.12,2.89e-07,3e-08
May 22 2015,2457166,400.26,3.31e-07,3.3e-08
May 29 2015,2457173,655.25,4.47e-07,3.7e-08
Jun 05 2015,2457180,295.1,2.24e-07,2.7e-08
Jun 12 2015,2457187,328.41,2.5e-07,2.7e-08
Jun 19 2015,2457194,235.36,2.31e-07,3e-08
Jun 26 2015,2457201,119.92,1.28e-07,2.3e-08
Jul 03 2015,2457208,89.58,1.12e-07,2.05e-08
Jul 10 2015,2457215,202.51,1.77e-07,2.5e-08
Jul 17 2015,2457222,94.3,1.02e-07,2.06e-08
Jul 24 2015,2457229,147.26,1.46e-07,2.4e-08
Jul 31 2015,2457236,42.05,7.11e-08,1.8e-08
Aug 07 2015,2457243,120.28,1.19e-07,2.17e-08
Aug 14 2015,2457250,80.24,1.05e-07,2.12e-08
Aug 21 2015,2457257,12.39,4.09e-08,1.64e-08
Aug 28 2015,2457264,17.68,4.53e-08,1.61e-08
Sep 04 2015,2457270,35.46,5.41e-08,1.72e-08
Sep 11 2015,2457277,58.95,8.02e-08,1.92e-08
Sep 18 2015,2457284,173.81,1.52e-07,2.5e-08
Sep 25 2015,2457291,187.84,1.76e-07,2.5e-08
Oct 02 2015,2457299,180.92,1.5e-07,2.3e-08
Oct 09 2015,2457306,53.02,9.23e-08,2.11e-08
Oct 16 2015,2457313,145.77,1.58e-07,2.5e-08
Oct 23 2015,2457320,138.26,1.58e-07,2.4e-08
Oct 30 2015,2457327,298.0,2.16e-07,2.6e-08
Nov 06 2015,2457333,1003.06,5.53e-07,3.8e-08
Nov 13 2015,2457340,803.79,4.61e-07,3.6e-08
Nov 20 2015,2457347,1083.57,5.74e-07,4e-08
Nov 27 2015,2457354,754.49,4.39e-07,3.5e-08
Dec 04 2015,2457362,308.42,2.34e-07,2.8e-08
Dec 11 2015,2457369,446.97,3.01e-07,3e-08
Dec 18 2015,2457376,153.96,1.36e-07,2.2e-08
Dec 25 2015,2457383,178.44,1.7e-07,2.4e-08
Jan 01 2016,2457389,415.66,3.1e-07,3.2e-08
Jan 08 2016,2457396,656.25,4.01e-07,3.4e-08
Jan 15 2016,2457403,461.49,2.67e-07,2.7e-08
Jan 22 2016,2457410,261.3,2.1e-07,2.6e-08
Jan 29 2016,2457417,70.73,8.52e-08,1.93e-08
Feb 05 2016,2457423,125.76,1.54e-07,2.6e-08
Feb 12 2016,2457430,189.98,1.85e-07,2.6e-08
Feb 19 2016,2457437,253.34,1.88e-07,2.4e-08
Feb 26 2016,2457444,195.95,1.59e-07,2.4e-08
Mar 04 2016,2457453,168.91,1.59e-07,2.4e-08
Mar 11 2016,2457460,110.19,1.17e-07,2.09e-08
Mar 18 2016,2457467,256.29,2.24e-07,2.8e-08
Mar 25 2016,2457474,170.2,1.99e-07,2.9e-08
Apr 01 2016,2457480,208.68,1.94e-07,2.6e-08
Apr 08 2016,2457487,145.34,1.45e-07,2.3e-08
Apr 15 2016,2457494,147.09,1.36e-07,2.2e-08
Apr 22 2016,2457501,157.12,1.56e-07,2.3e-08
Apr 29 2016,2457508,227.89,1.65e-07,2.3e-08
May 06 2016,2457516,196.75,1.82e-07,2.5e-08
May 13 2016,2457523,82.85,8.93e-08,1.9e-08
May 20 2016,2457530,72.07,1.01e-07,2.1e-08
May 27 2016,2457537,140.92,1.4e-07,2.2e-08
Jun 03 2016,2457543,139.53,1.48e-07,2.3e-08
Jun 10 2016,2457550,22.48,6.08e-08,2e-08
Jun 17 2016,2457557,86.07,1.18e-07,2.29e-08
Jun 24 2016,2457564,14.8,4.31e-08,1.75e-08
Jul 01 2016,2457572,35.2,4.97e-08,1.58e-08
Jul 08 2016,2457579,17.22,4.86e-08,1.68e-08
Jul 15 2016,2457586,9.86,3.75e-08,1.71e-08
Jul 22 2016,2457593,68.61,7.56e-08,1.86e-08
Jul 29 2016,2457600,121.29,1.39e-07,2.3e-08
Aug 05 2016,2457606,16.86,1.96e-07,1.08e-07
Aug 12 2016,2457613,45.79,6.87e-08,1.85e-08
Aug 19 2016,2457620,10.84,3.13e-08,1.47e-08
Aug 26 2016,2457627,89.79,7.55e-08,1.71e-08
Sep 02 2016,2457633,45.03,6.99e-08,1.79e-08
Sep 09 2016,2457640,43.3,6.1e-08,1.71e-08
Sep 16 2016,2457647,54.74,7.59e-08,1.84e-08
Sep 23 2016,2457654,62.06,9.47e-08,2.12e-08
Sep 30 2016,2457661,141.38,1.54e-07,2.5e-08
Oct 07 2016,2457669,43.03,8.24e-08,2.07e-08
Oct 14 2016,2457676,34.8,7.25e-08,2.16e-08
Oct 21 2016,2457683,23.7,5.03e-08,1.77e-08
Oct 28 2016,2457690,2.16,6.85e-08,3.425e-08
Nov 04 2016,2457696,82.78,1.05e-07,2.11e-08
Nov 11 2016,2457703,96.15,9.19e-08,1.98e-08
Nov 18 2016,2457710,20.95,3.77e-08,1.56e-08
Nov 25 2016,2457717,47.93,6.88e-08,1.73e-08
Dec 02 2016,2457725,26.57,5.37e-08,1.73e-08
Dec 09 2016,2457732,82.98,1.08e-07,2.18e-08
Dec 16 2016,2457739,43.89,7.01e-08,1.86e-08
Dec 23 2016,2457746,0.0,1.91e-08,9.55e-09
Dec 30 2016,2457753,29.24,5.04e-08,1.65e-08
Jan 06 2017,2457759,12.74,3.7e-08,1.58e-08
Jan 13 2017,2457766,12.58,4.77e-08,1.81e-08
Jan 20 2017,2457773,12.5,3.27e-08,1.41e-08
Jan 27 2017,2457780,26.02,4.53e-08,1.73e-08
Feb 03 2017,2457787,80.65,7.83e-08,1.86e-08
Feb 10 2017,2457794,19.87,3.57e-08,1.33e-08
Feb 17 2017,2457801,17.51,3.79e-08,1.58e-08
Feb 24 2017,2457808,10.02,3.97e-08,1.66e-08
Mar 03 2017,2457817,3.1,5.06e-08,2.53e-08
Mar 10 2017,2457824,47.81,6.63e-08,1.74e-08
Mar 17 2017,2457831,25.78,6.86e-08,2.04e-08
Mar 24 2017,2457838,18.04,4.24e-08,1.65e-08
