Date(UTC),Julian Date,TS,Photon Flux [0.1-100 GeV](photons cm-2 s-1),Photon Flux Error(photons cm-2 s-1)
Apr 05 2019,2458580,65.52,1.66e-07,3.5e-08
Apr 12 2019,2458587,212.89,4.46e-07,5.2e-08
Apr 19 2019,2458594,110.71,2.67e-07,4.4e-08
Apr 26 2019,2458601,51.9,1.56e-07,3.7e-08
May 03 2019,2458608,44.28,1.57e-07,3.5e-08
May 10 2019,2458615,47.45,1.48e-07,3.3e-08
May 17 2019,2458622,51.66,1.42e-07,3.1e-08
May 24 2019,2458629,51.54,1.4e-07,3e-08
May 31 2019,2458636,20.31,8.9e-08,2.63e-08
Jun 07 2019,2458643,376.17,4.14e-07,3.8e-08
Jun 14 2019,2458650,75.25,1.66e-07,3.1e-08
Jun 21 2019,2458657,52.83,1.93e-07,4e-08
Jun 28 2019,2458664,217.27,3.68e-07,4.3e-08
Jul 05 2019,2458671,49.62,1.56e-07,3.3e-08
Jul 12 2019,2458678,52.33,1.86e-07,3.8e-08
Jul 19 2019,2458685,45.01,1.7e-07,3.8e-08
Jul 26 2019,2458692,95.84,1.91e-07,3.2e-08
Aug 02 2019,2458699,81.32,2.5e-07,4.8e-08
Aug 09 2019,2458706,235.24,4.48e-07,5.1e-08
Aug 16 2019,2458713,73.57,2.25e-07,4.1e-08
Aug 23 2019,2458720,123.78,3.37e-07,4.8e-08
Aug 30 2019,2458727,16.08,1.47e-07,5.04e-08
Sep 06 2019,2458733,32.35,2.58e-07,6.7e-08
Sep 13 2019,2458740,27.17,1.07e-07,3.35e-08
Sep 20 2019,2458747,33.83,1.11e-07,3.14e-08
Sep 27 2019,2458754,5.3,1.35e-07,9.24e-08
Oct 04 2019,2458762,56.31,1.83e-07,4.2e-08
Oct 11 2019,2458769,55.93,1.7e-07,3.7e-08
Oct 18 2019,2458776,0.25,7.6e-08,3.8e-08
Oct 25 2019,2458783,50.71,1.58e-07,3.4e-08
Nov 01 2019,2458789,17.65,1.04e-07,3.28e-08
Nov 08 2019,2458796,22.69,9.35e-08,2.74e-08
Nov 15 2019,2458803,11.19,8.22e-08,3.09e-08
Nov 22 2019,2458810,44.05,1.52e-07,3.5e-08
Nov 29 2019,2458817,53.43,1.65e-07,3.5e-08
Dec 06 2019,2458824,37.55,1.42e-07,3.6e-08
Dec 13 2019,2458831,8.31,6.56e-08,3.02e-08
Dec 20 2019,2458838,25.72,8.89e-08,2.51e-08
Dec 27 2019,2458845,26.4,8.87e-08,2.52e-08
Jan 03 2020,2458852,15.49,5.42e-08,1.97e-08
Jan 10 2020,2458859,25.42,1.01e-07,2.89e-08
Jan 17 2020,2458866,12.21,7.63e-08,3.09e-08
Jan 24 2020,2458873,48.07,1.61e-07,3.7e-08
Jan 31 2020,2458880,4.6,4.12e-08,2.61e-08
Feb 07 2020,2458886,35.1,1.25e-07,3.21e-08
Feb 14 2020,2458893,0.41,6.22e-08,3.11e-08
Feb 21 2020,2458900,12.13,6.97e-08,2.96e-08
Feb 28 2020,2458907,18.58,1.09e-07,3.53e-08
Mar 06 2020,2458916,15.67,9.48e-08,3.4e-08
Mar 13 2020,2458923,0.85,6.01e-08,3.005e-08
Mar 20 2020,2458930,3.94,9.63e-08,4.815e-08
Mar 27 2020,2458937,1.85,8.44e-08,4.22e-08
Apr 03 2020,2458943,12.53,5.25e-08,2.33e-08
Apr 10 2020,2458950,0.68,6.3e-08,3.15e-08
Apr 17 2020,2458957,5.77,3.91e-08,2.22e-08
Apr 24 2020,2458964,13.17,6.06e-08,2.43e-08
May 01 2020,2458972,11.25,5.29e-08,2.49e-08
May 08 2020,2458979,4.96,4.07e-08,2.39e-08
May 15 2020,2458986,3.34,7.68e-08,3.84e-08
May 22 2020,2458993,20.61,6.56e-08,2.23e-08
May 29 2020,2459000,38.48,1.16e-07,2.7e-08
Jun 05 2020,2459006,20.61,7.49e-08,2.3e-08
Jun 12 2020,2459013,45.01,9.78e-08,2.23e-08
Jun 19 2020,2459020,14.04,6.86e-08,2.48e-08
Jun 26 2020,2459027,7.79,4.39e-08,2.29e-08
Jul 03 2020,2459035,1.88,6.18e-08,3.09e-08
Jul 10 2020,2459042,53.19,1.67e-07,3.5e-08
Jul 17 2020,2459049,2.28,1.14e-07,5.7e-08
Jul 24 2020,2459056,32.48,1.72e-07,4.4e-08
Jul 31 2020,2459063,55.12,1.81e-07,3.7e-08
Aug 07 2020,2459069,9.99,7.3e-08,3.24e-08
Aug 14 2020,2459076,15.34,7.27e-08,2.88e-08
Aug 21 2020,2459083,23.68,9.75e-08,2.98e-08
Aug 28 2020,2459090,1.62,9.52e-08,4.76e-08
Sep 04 2020,2459096,21.56,1.41e-07,4.93e-08
Sep 11 2020,2459103,20.44,1.39e-07,4.76e-08
Sep 18 2020,2459110,8.33,4.1e-08,2.47e-08
Sep 25 2020,2459117,4.97,4.88e-08,2.93e-08
Oct 02 2020,2459125,7.47,2.3e-07,1.14e-07
Oct 09 2020,2459132,8.23,5.61e-08,2.75e-08
Oct 16 2020,2459139,36.99,1.49e-07,3.6e-08
Oct 23 2020,2459146,40.98,1.59e-07,3.6e-08
Oct 30 2020,2459153,24.52,9.3e-08,2.94e-08
Nov 06 2020,2459159,24.91,1.04e-07,2.98e-08
Nov 13 2020,2459166,12.44,7.67e-08,2.78e-08
Nov 20 2020,2459173,23.11,8.65e-08,2.64e-08
Nov 27 2020,2459180,19.76,9.12e-08,2.93e-08
Dec 04 2020,2459188,26.33,1.1e-07,3.16e-08
Dec 11 2020,2459195,16.8,9.55e-08,3.33e-08
Dec 18 2020,2459202,21.72,9.97e-08,3.17e-08
Dec 25 2020,2459209,42.47,1.03e-07,2.36e-08
Jan 01 2021,2459215,16.45,7.42e-08,2.52e-08
Jan 08 2021,2459222,26.24,8.6e-08,2.34e-08
Jan 15 2021,2459229,19.86,7.55e-08,2.71e-08
Jan 22 2021,2459236,21.4,1.13e-07,3.63e-08
Jan 29 2021,2459243,0.0,5.32e-08,2.66e-08
Feb 05 2021,2459250,1.13,7.47e-08,3.735e-08
Feb 12 2021,2459257,0.55,5.24e-08,2.62e-08
Feb 19 2021,2459264,6.68,4.3e-08,2.48e-08
Feb 26 2021,2459271,5.38,4.87e-08,2.87e-08
Mar 05 2021,2459280,3.7,8.27e-08,4.135e-08
Mar 12 2021,2459287,2.03,8.13e-08,4.065e-08
Mar 19 2021,2459294,0.09,5.42e-08,2.71e-08
Mar 26 2021,2459301,8.4,5.73e-08,2.96e-08
Apr 02 2021,2459307,0.0,4.54e-08,2.27e-08
Apr 09 2021,2459314,4.43,4.6e-08,2.6e-08
Apr 16 2021,2459321,28.28,1.15e-07,3.11e-08
Apr 23 2021,2459328,17.16,8.31e-08,2.71e-08
Apr 30 2021,2459335,2.02,8e-08,4e-08
May 07 2021,2459343,4.95,2.37e-08,1.98e-08
May 14 2021,2459350,1.84,7.31e-08,3.655e-08
May 21 2021,2459357,13.96,6.96e-08,2.65e-08
May 28 2021,2459364,67.18,1.82e-07,3.4e-08
Jun 04 2021,2459370,12.67,6.17e-08,2.25e-08
Jun 11 2021,2459377,45.61,1.08e-07,2.39e-08
Jun 18 2021,2459384,17.3,5.36e-08,1.92e-08
Jun 25 2021,2459391,4.38,2.63e-08,1.84e-08
Jul 02 2021,2459399,11.48,5.86e-08,2.44e-08
Jul 09 2021,2459406,6.76,4.58e-08,2.51e-08
Jul 16 2021,2459413,25.92,1.1e-07,3.29e-08
Jul 23 2021,2459420,20.58,1.05e-07,3.37e-08
Jul 30 2021,2459427,86.77,2.8e-07,4.8e-08
Aug 06 2021,2459433,32.92,1.34e-07,3.3e-08
Aug 13 2021,2459440,20.28,1e-07,3.13e-08
Aug 20 2021,2459447,18.22,8.4e-08,3.02e-08
Aug 27 2021,2459454,17.87,1.04e-07,3.36e-08
Sep 03 2021,2459461,17.02,1.04e-07,3.64e-08
Sep 10 2021,2459468,3.14,1.61e-07,8.05e-08
Sep 17 2021,2459475,0.0,5.46e-08,2.73e-08
Sep 24 2021,2459482,28.49,1.26e-07,3.5e-08
Oct 01 2021,2459489,27.95,1.84e-07,5.2e-08
Oct 08 2021,2459496,7.77,2.18e-07,1.04e-07
Oct 15 2021,2459503,67.39,1.79e-07,3.5e-08
Oct 22 2021,2459510,54.3,1.78e-07,3.7e-08
Oct 29 2021,2459517,15.85,6.07e-08,2.61e-08
Nov 05 2021,2459524,52.97,1.36e-07,3.2e-08
Nov 12 2021,2459531,26.29,1.05e-07,3.04e-08
Nov 19 2021,2459538,22.96,8.61e-08,2.62e-08
Nov 26 2021,2459545,46.58,1.08e-07,2.61e-08
Dec 03 2021,2459552,25.49,9.99e-08,3.06e-08
Dec 10 2021,2459559,6.91,5.63e-08,2.7e-08
Dec 17 2021,2459566,4.84,5.02e-08,3.1e-08
Dec 24 2021,2459573,12.66,6.47e-08,2.81e-08
Dec 31 2021,2459580,16.47,6.74e-08,2.27e-08
Jan 07 2022,2459586,42.72,1.12e-07,2.55e-08
Jan 14 2022,2459593,20.13,7.86e-08,2.43e-08
Jan 21 2022,2459600,24.29,1.03e-07,3.12e-08
Jan 28 2022,2459607,29.93,1.42e-07,3.7e-08
Feb 04 2022,2459614,185.38,3.63e-07,4.7e-08
Feb 11 2022,2459621,72.28,2.45e-07,4.6e-08
Feb 18 2022,2459628,47.58,2.16e-07,4.8e-08
Feb 25 2022,2459635,52.72,2.23e-07,4.7e-08
Mar 04 2022,2459644,183.16,4.25e-07,5.2e-08
Mar 11 2022,2459651,126.16,2.94e-07,4.5e-08
Mar 18 2022,2459658,261.58,4.54e-07,5.2e-08
Mar 25 2022,2459665,91.49,2.68e-07,4.4e-08
Apr 01 2022,2459672,54.49,2.28e-07,4.5e-08
Apr 08 2022,2459679,92.9,2.42e-07,4.1e-08
Apr 15 2022,2459686,157.09,3.15e-07,4.2e-08
Apr 22 2022,2459693,181.31,3.11e-07,3.9e-08
Apr 29 2022,2459700,100.18,2.09e-07,3.4e-08
May 06 2022,2459707,84.17,1.97e-07,3.4e-08
May 13 2022,2459714,77.4,2.1e-07,3.8e-08
May 20 2022,2459721,199.43,3.68e-07,4.7e-08
May 27 2022,2459728,543.23,6.1e-07,5e-08
Jun 03 2022,2459735,135.29,2.39e-07,3.5e-08
Jun 10 2022,2459742,167.03,2.82e-07,3.7e-08
Jun 17 2022,2459749,313.83,4.31e-07,4.1e-08
Jun 24 2022,2459756,754.37,6.76e-07,4.5e-08
Jul 01 2022,2459763,800.0,9.96e-07,6.7e-08
Jul 08 2022,2459770,152.67,3.56e-07,4.7e-08
Jul 15 2022,2459777,107.84,2.5e-07,4.1e-08
Jul 22 2022,2459784,45.38,1.87e-07,4.4e-08
Jul 29 2022,2459791,61.82,2.86e-07,5.7e-08
Aug 05 2022,2459797,124.93,3.3e-07,5e-08
Aug 12 2022,2459804,68.89,2.12e-07,4.2e-08
Aug 19 2022,2459811,23.02,8.63e-08,2.89e-08
Aug 26 2022,2459818,4.26,4.58e-08,2.95e-08
Sep 02 2022,2459825,9.92,6.68e-08,3.01e-08
Sep 09 2022,2459832,56.43,1.94e-07,4.4e-08
Sep 16 2022,2459839,7.43,1.11e-07,6.58e-08
Sep 23 2022,2459846,106.26,2.73e-07,4.3e-08
Sep 30 2022,2459853,124.82,3.33e-07,5.1e-08
Oct 07 2022,2459860,10.61,1.27e-07,5.44e-08
Oct 14 2022,2459867,36.7,1.92e-07,5.4e-08
Oct 21 2022,2459874,82.03,2.18e-07,3.8e-08
Oct 28 2022,2459881,75.08,2.5e-07,4.5e-08
Nov 04 2022,2459888,255.52,4.83e-07,5.1e-08
Nov 11 2022,2459895,128.59,3.44e-07,5e-08
Nov 18 2022,2459902,278.29,3.63e-07,3.8e-08
Nov 25 2022,2459909,650.59,6.24e-07,4.6e-08
Dec 02 2022,2459916,382.46,4.46e-07,4.1e-08
Dec 09 2022,2459923,290.38,5.02e-07,5.1e-08
Dec 16 2022,2459930,382.97,5.89e-07,5.5e-08
Dec 23 2022,2459937,271.8,5.63e-07,5.5e-08
Dec 30 2022,2459944,384.7,5.97e-07,5.4e-08
Jan 06 2023,2459951,1362.19,1.17e-06,6e-08
Jan 13 2023,2459958,820.37,7.81e-07,4.9e-08
Jan 20 2023,2459965,508.88,6.6e-07,5.1e-08
Jan 27 2023,2459972,350.54,6.33e-07,6e-08
Feb 03 2023,2459978,1071.31,1.25e-06,7e-08
Feb 10 2023,2459985,594.45,8.83e-07,6.8e-08
Feb 17 2023,2459992,173.55,4.37e-07,5.5e-08
Feb 24 2023,2459999,105.67,3.92e-07,6.1e-08
Mar 03 2023,2460009,153.23,4.16e-07,5.3e-08
Mar 10 2023,2460016,203.81,3.98e-07,4.8e-08
Mar 17 2023,2460023,420.51,8.07e-07,7.4e-08
Mar 24 2023,2460030,795.09,1.18e-06,8e-08
Mar 31 2023,2460037,646.11,8.45e-07,6.2e-08
Apr 07 2023,2460043,314.79,5.75e-07,5.5e-08
Apr 14 2023,2460050,523.97,6.96e-07,5.7e-08
Apr 21 2023,2460057,627.47,7.48e-07,5.3e-08
Apr 28 2023,2460064,992.89,9.43e-07,5.8e-08
May 05 2023,2460071,959.94,8.58e-07,5.3e-08
May 12 2023,2460078,523.13,6.46e-07,5.2e-08
May 19 2023,2460085,485.72,6.31e-07,5.4e-08
May 26 2023,2460092,250.1,4.46e-07,4.8e-08
Jun 02 2023,2460099,636.24,7.96e-07,5.6e-08
Jun 09 2023,2460106,531.8,6.11e-07,4.8e-08
Jun 16 2023,2460113,650.45,7.06e-07,4.9e-08
Jun 23 2023,2460120,794.68,7.41e-07,4.7e-08
Jun 30 2023,2460127,928.03,8.96e-07,5.7e-08
Jul 07 2023,2460134,772.14,9.54e-07,6.5e-08
Jul 14 2023,2460141,463.02,6.44e-07,5.3e-08
Sep 08 2023,2460196,82.33,3.16e-07,5.3e-08
