"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Dec 19 2008","2454820","251380801","1737.66","1.22e-6","6.00e-8","-2.2","0","73.85","1e-8","0","bin20.log"
"Dec 26 2008","2454827","251985601","957.48","8.93e-7","5.50e-8","-2.2","0","81.26","1e-8","0","bin21.log"
"Jan 02 2009","2454833","252590401","584.95","5.94e-7","4.60e-8","-2.2","0","88.69","1e-8","0","bin22.log"
"Jan 09 2009","2454840","253195201","665.97","6.98e-7","5.30e-8","-2.2","0","96.12","1e-8","0","bin23.log"
"Jan 16 2009","2454847","253800001","782.81","9.18e-7","6.40e-8","-2.2","0","103.53","1e-8","0","bin24.log"
"Jan 23 2009","2454854","254404801","763.52","8.90e-7","6.10e-8","-2.2","0","110.91","1e-8","0","bin25.log"
"Jan 30 2009","2454861","255009601","1072.56","9.06e-7","5.60e-8","-2.2","0","118.24","1e-8","0","bin26.log"
"Feb 06 2009","2454868","255614401","1380.8","1.03e-6","5.60e-8","-2.2","0","125.48","1e-8","0","bin27.log"
"Feb 13 2009","2454875","256219201","1199.97","9.89e-7","5.70e-8","-2.2","0","132.63","1e-8","0","bin28.log"
"Feb 20 2009","2454882","256824001","2522.08","1.69e-6","7.00e-8","-2.2","0","139.65","1e-8","0","bin29.log"
"Feb 27 2009","2454889","257428801","1375.52","1.12e-6","6.00e-8","-2.2","0","146.50","1e-8","0","bin30.log"
"Mar 06 2009","2454898","258033601","847.55","8.95e-7","6.10e-8","-2.2","0","153.12","1e-8","0","bin31.log"
"Mar 13 2009","2454905","258638401","59.74","2.04e-7","4.90e-8","-2.2","0","159.35","1e-8","0","bin32.log"
"Mar 20 2009","2454912","259243201","152.96","2.70e-7","3.80e-8","-2.2","0","164.84","1e-8","0","bin33.log"
"Mar 27 2009","2454919","259848001","111.4","2.28e-7","3.60e-8","-2.2","0","168.63","1e-8","0","bin34.log"
"Apr 03 2009","2454926","260452801","159.5","2.34e-7","3.30e-8","-2.2","0","168.97","1e-8","0","bin35.log"
"Apr 10 2009","2454933","261057601","139.78","2.42e-7","3.50e-8","-2.2","0","165.74","1e-8","0","bin36.log"
"Apr 17 2009","2454940","261662401","118.94","2.06e-7","3.40e-8","-2.2","0","160.73","1e-8","0","bin37.log"
"Apr 24 2009","2454947","262267201","155.93","2.58e-7","3.60e-8","-2.2","0","155.03","1e-8","0","bin38.log"
"May 01 2009","2454954","262872001","116.99","2.89e-7","4.60e-8","-2.2","0","149.07","1e-8","0","bin39.log"
"May 08 2009","2454961","263476801","67.12","2.23e-7","4.50e-8","-2.2","0","142.98","1e-8","0","bin40.log"
"May 15 2009","2454968","264081601","26.98","1.05e-7","3.12e-8","-2.2","0","136.84","1e-8","0","bin41.log"
"May 22 2009","2454975","264686401","310.88","3.75e-7","3.90e-8","-2.2","0","130.66","1e-8","0","bin42.log"
"May 29 2009","2454982","265291201","163.27","2.42e-7","3.10e-8","-2.2","0","124.45","1e-8","0","bin43.log"
"Jun 05 2009","2454988","265896001","82.54","1.80e-7","3.00e-8","-2.2","0","118.21","1e-8","0","bin44.log"
"Jun 12 2009","2454995","266500801","231.39","3.44e-7","3.80e-8","-2.2","0","111.94","1e-8","0","bin45.log"
"Jun 19 2009","2455002","267105601","174.81","3.13e-7","4.10e-8","-2.2","0","105.62","1e-8","0","bin46.log"
"Jun 26 2009","2455009","267710401","208.69","4.02e-7","4.90e-8","-2.2","0","99.25","1e-8","0","bin47.log"
"Jul 03 2009","2455017","268315201","732.36","8.57e-7","6.00e-8","-2.2","0","92.83","1e-8","0","bin48.log"
"Jul 10 2009","2455024","268920001","884.09","8.57e-7","5.60e-8","-2.2","0","86.36","1e-8","0","bin49.log"
"Jul 17 2009","2455031","269524801","326.09","4.16e-7","4.10e-8","-2.2","0","79.84","1e-8","0","bin50.log"
"Jul 24 2009","2455038","270129601","803.01","7.65e-7","5.10e-8","-2.2","0","73.27","1e-8","0","bin51.log"
"Jul 31 2009","2455045","270734401","1467.47","1.25e-6","7.00e-8","-2.2","0","66.66","1e-8","0","bin52.log"
"Aug 07 2009","2455051","271339201","821.22","8.71e-7","5.90e-8","-2.2","0","60.00","1e-8","0","bin53.log"
"Aug 14 2009","2455058","271944001","471.9","7.06e-7","6.10e-8","-2.2","0","53.31","1e-8","0","bin54.log"
"Aug 21 2009","2455065","272548801","535.31","7.66e-7","6.40e-8","-2.2","0","46.59","1e-8","0","bin55.log"
"Aug 28 2009","2455072","273153601","536.39","7.29e-7","5.90e-8","-2.2","0","39.85","1e-8","0","bin56.log"
"Sep 04 2009","2455079","273758401","599.54","7.92e-7","6.20e-8","-2.2","0","33.07","1e-8","0","bin57.log"
"Sep 11 2009","2455086","274363201","936.81","9.15e-7","5.90e-8","-2.2","0","26.28","1e-8","0","bin58.log"
"Sep 18 2009","2455093","274968001","369.64","4.87e-7","4.60e-8","-2.2","0","19.46","1e-8","0","bin59.log"
"Sep 25 2009","2455100","275572801","194.81","4.24e-7","5.30e-8","-2.2","0","12.61","1e-8","0","bin60.log"
"Oct 02 2009","2455107","276177601","179.61","5.73e-7","7.10e-8","-2.2","0","5.74","1e-8","0","bin61.log"
"Oct 09 2009","2455114","276782401","390.58","9.00e-7","9.00e-8","-2.2","0","1.18","1e-8","0","bin62.log"
"Oct 16 2009","2455121","277387201","304.56","6.57e-7","6.70e-8","-2.2","0","8.09","1e-8","0","bin63.log"
"Oct 23 2009","2455128","277992001","174.84","4.30e-7","5.70e-8","-2.2","0","15.06","1e-8","0","bin64.log"
"Oct 30 2009","2455135","278596801","228.63","4.31e-7","4.80e-8","-2.2","0","22.07","1e-8","0","bin65.log"
"Nov 06 2009","2455142","279201601","173.71","3.40e-7","4.10e-8","-2.2","0","29.12","1e-8","0","bin66.log"
"Nov 13 2009","2455149","279806401","145.58","2.76e-7","3.90e-8","-2.2","0","36.22","1e-8","0","bin67.log"
"Nov 20 2009","2455156","280411201","212.1","4.18e-7","4.90e-8","-2.2","0","43.37","1e-8","0","bin68.log"
"Nov 27 2009","2455163","281016001","205.75","5.08e-7","6.20e-8","-2.2","0","50.58","1e-8","0","bin69.log"
"Dec 04 2009","2455170","281620801","234.56","5.79e-7","6.90e-8","-2.2","0","57.85","1e-8","0","bin70.log"
"Dec 11 2009","2455177","282225601","139.37","4.35e-7","6.20e-8","-2.2","0","65.17","1e-8","0","bin71.log"
"Dec 18 2009","2455184","282830401","118.32","3.38e-7","5.30e-8","-2.2","0","72.54","1e-8","0","bin72.log"
"Dec 25 2009","2455191","283435201","261.63","4.19e-7","4.60e-8","-2.2","0","79.94","1e-8","0","bin73.log"
"Jan 01 2010","2455197","284040001","120.04","2.38e-7","3.70e-8","-2.2","0","87.37","1e-8","0","bin74.log"
"Jan 08 2010","2455204","284644801","57.5","1.79e-7","3.80e-8","-2.2","0","94.80","1e-8","0","bin75.log"
"Jan 15 2010","2455211","285249601","111.72","3.55e-7","5.40e-8","-2.2","0","102.22","1e-8","0","bin76.log"
"Jan 22 2010","2455218","285854401","78.41","2.47e-7","4.90e-8","-2.2","0","109.61","1e-8","0","bin77.log"
"Jan 29 2010","2455225","286459201","84.53","2.53e-7","5.00e-8","-2.2","0","116.94","1e-8","0","bin78.log"
"Feb 05 2010","2455232","287064001","114.09","3.64e-7","5.80e-8","-2.2","0","124.20","1e-8","0","bin79.log"
"Feb 12 2010","2455239","287668801","127.45","3.10e-7","4.40e-8","-2.2","0","131.37","1e-8","0","bin80.log"
"Feb 19 2010","2455246","288273601","136.3","2.71e-7","3.90e-8","-2.2","0","138.41","1e-8","0","bin81.log"
"Feb 26 2010","2455253","288878401","84.68","2.10e-7","3.40e-8","-2.2","0","145.30","1e-8","0","bin82.log"
"Mar 05 2010","2455262","289483201","108.13","3.10e-7","4.60e-8","-2.2","0","151.97","1e-8","0","bin83.log"
"Mar 12 2010","2455269","290088001","83.39","2.59e-7","5.00e-8","-2.2","0","158.29","1e-8","0","bin84.log"
"Mar 19 2010","2455276","290692801","97.59","3.03e-7","5.00e-8","-2.2","0","163.95","1e-8","0","bin85.log"
"Mar 26 2010","2455283","291297601","95.52","3.08e-7","5.30e-8","-2.2","0","168.16","1e-8","0","bin86.log"
"Apr 02 2010","2455290","291902401","61.71","2.69e-7","5.10e-8","-2.2","0","169.21","1e-8","0","bin87.log"
"Apr 09 2010","2455297","292507201","65.23","2.08e-7","4.20e-8","-2.2","0","166.49","1e-8","0","bin88.log"
"Apr 16 2010","2455304","293112001","61.87","1.43e-7","2.90e-8","-2.2","0","161.69","1e-8","0","bin89.log"
"Apr 23 2010","2455311","293716801","30.11","1.22e-7","3.25e-8","-2.2","0","156.07","1e-8","0","bin90.log"
"Apr 30 2010","2455318","294321601","24.99","8.98e-8","2.79e-8","-2.2","0","150.14","1e-8","0","bin91.log"
"May 07 2010","2455325","294926401","12.5","7.82e-8","3.24e-8","-2.2","0","144.07","1e-8","0","bin92.log"
"May 14 2010","2455332","295531201","32.91","1.16e-7","3.24e-8","-2.2","0","137.93","1e-8","0","bin93.log"
"May 21 2010","2455339","296136001","28.06","1.02e-7","3.02e-8","-2.2","0","131.76","1e-8","0","bin94.log"
"May 28 2010","2455346","296740801","22.44","9.41e-8","2.86e-8","-2.2","0","125.55","1e-8","0","bin95.log"
"Jun 04 2010","2455353","297345601","28.5","1.00e-7","2.80e-8","-2.2","0","119.32","1e-8","0","bin96.log"
"Jun 11 2010","2455360","297950401","76.97","1.59e-7","2.90e-8","-2.2","0","113.05","1e-8","0","bin97.log"
"Jun 18 2010","2455367","298555201","24.38","8.73e-8","2.69e-8","-2.2","0","106.74","1e-8","0","bin98.log"
"Jun 25 2010","2455374","299160001","27.63","1.16e-7","3.30e-8","-2.2","0","100.38","1e-8","0","bin99.log"
"Jul 02 2010","2455381","299764801","31.99","1.14e-7","3.35e-8","-2.2","0","93.98","1e-8","0","bin100.log"
"Jul 09 2010","2455388","300369601","43.65","1.43e-7","4.10e-8","-2.2","0","87.51","1e-8","0","bin101.log"
"Jul 16 2010","2455395","300974401","33.21","1.12e-7","3.08e-8","-2.2","0","81.00","1e-8","0","bin102.log"
"Jul 23 2010","2455402","301579201","39.7","1.15e-7","2.85e-8","-2.2","0","74.44","1e-8","0","bin103.log"
"Jul 30 2010","2455409","302184001","30.83","9.87e-8","2.76e-8","-2.2","0","67.83","1e-8","0","bin104.log"
"Aug 06 2010","2455416","302788801","97.86","2.00e-7","3.30e-8","-2.2","0","61.19","1e-8","0","bin105.log"
"Aug 13 2010","2455423","303393601","25.27","1.01e-7","3.07e-8","-2.2","0","54.50","1e-8","0","bin106.log"
"Aug 20 2010","2455430","303998401","19.87","1.06e-7","3.83e-8","-2.2","0","47.79","1e-8","0","bin107.log"
"Aug 27 2010","2455437","304603201","41.09","1.74e-7","4.10e-8","-2.2","0","41.05","1e-8","0","bin108.log"
"Sep 03 2010","2455443","305208001","69.4","2.31e-7","4.50e-8","-2.2","0","34.28","1e-8","0","bin109.log"
"Sep 10 2010","2455450","305812801","194.71","4.04e-7","5.40e-8","-2.2","0","27.48","1e-8","0","bin110.log"
"Sep 17 2010","2455457","306417601","598.1","7.28e-7","5.60e-8","-2.2","0","20.67","1e-8","0","bin111.log"
"Sep 24 2010","2455464","307022401","518.63","1.14e-6","1.00e-7","-2.2","0","13.83","1e-8","0","bin112.log"
"Oct 01 2010","2455471","307627201","566.63","8.07e-7","6.40e-8","-2.2","0","6.96","1e-8","0","bin113.log"
"Oct 08 2010","2455478","308232001","284.06","7.04e-7","7.70e-8","-2.2","0","0.20","1e-8","0","bin114.log"
"Oct 15 2010","2455485","308836801","155.95","4.44e-7","6.40e-8","-2.2","0","6.86","1e-8","0","bin115.log"
"Oct 22 2010","2455492","309441601","71.98","2.70e-7","5.40e-8","-2.2","0","13.82","1e-8","0","bin116.log"
"Oct 29 2010","2455499","310046401","106.36","3.01e-7","4.90e-8","-2.2","0","20.82","1e-8","0","bin117.log"
"Nov 05 2010","2455506","310651201","194.43","3.74e-7","4.70e-8","-2.2","0","27.86","1e-8","0","bin118.log"
"Nov 12 2010","2455513","311256001","273.54","3.90e-7","4.20e-8","-2.2","0","34.95","1e-8","0","bin119.log"
"Nov 19 2010","2455520","311860801","358.15","5.02e-7","4.90e-8","-2.2","0","42.10","1e-8","0","bin120.log"
"Nov 26 2010","2455527","312465601","128.76","3.21e-7","4.60e-8","-2.2","0","49.30","1e-8","0","bin121.log"
"Dec 03 2010","2455534","313070401","137.9","4.19e-7","5.60e-8","-2.2","0","56.55","1e-8","0","bin122.log"
"Dec 10 2010","2455541","313675201","227.75","5.35e-7","6.30e-8","-2.2","0","63.86","1e-8","0","bin123.log"
"Dec 17 2010","2455548","314280001","146.77","3.94e-7","5.80e-8","-2.2","0","71.22","1e-8","0","bin124.log"
"Dec 24 2010","2455555","314884801","168.8","4.26e-7","6.00e-8","-2.2","0","78.62","1e-8","0","bin125.log"
"Dec 31 2010","2455562","315489601","436.44","5.13e-7","4.40e-8","-2.2","0","86.05","1e-8","0","bin126.log"
"Jan 07 2011","2455569","316094401","268.57","3.79e-7","4.20e-8","-2.2","0","93.48","1e-8","0","bin127.log"
"Jan 14 2011","2455576","316699201","191.61","3.25e-7","4.10e-8","-2.2","0","100.91","1e-8","0","bin128.log"
"Jan 21 2011","2455583","317304001","153.72","3.68e-7","5.10e-8","-2.2","0","108.30","1e-8","0","bin129.log"
"Jan 28 2011","2455590","317908801","108.07","2.56e-7","4.60e-8","-2.2","0","115.65","1e-8","0","bin130.log"
"Feb 04 2011","2455596","318513601","75.09","2.38e-7","4.50e-8","-2.2","0","122.92","1e-8","0","bin131.log"
"Feb 11 2011","2455603","319118401","96.55","3.16e-7","5.20e-8","-2.2","0","130.10","1e-8","0","bin132.log"
"Feb 18 2011","2455610","319723201","101.83","2.92e-7","4.60e-8","-2.2","0","137.17","1e-8","0","bin133.log"
"Feb 25 2011","2455617","320328001","174.17","2.98e-7","3.90e-8","-2.2","0","144.09","1e-8","0","bin134.log"
"Mar 04 2011","2455627","320932801","218.23","3.24e-7","3.80e-8","-2.2","0","150.80","1e-8","0","bin135.log"
"Mar 11 2011","2455634","321537601","98.44","2.45e-7","3.90e-8","-2.2","0","157.20","1e-8","0","bin136.log"
"Mar 18 2011","2455641","322142401","80.08","2.57e-7","4.90e-8","-2.2","0","163.02","1e-8","0","bin137.log"
"Mar 25 2011","2455648","322747201","57.22","2.49e-7","5.30e-8","-2.2","0","167.58","1e-8","0","bin138.log"
"Apr 01 2011","2455654","323352001","130.26","3.68e-7","5.30e-8","-2.2","0","169.33","1e-8","0","bin139.log"
"Apr 08 2011","2455661","323956801","315.19","5.93e-7","6.20e-8","-2.2","0","167.18","1e-8","0","bin140.log"
"Apr 15 2011","2455668","324561601","199.42","9.94e-7","1.27e-7","-2.2","0","162.62","1e-8","0","bin141.log"
"Apr 22 2011","2455675","325166401","453.43","6.40e-7","5.30e-8","-2.2","0","157.10","1e-8","0","bin142.log"
"Apr 29 2011","2455682","325771201","341.79","4.70e-7","4.60e-8","-2.2","0","151.20","1e-8","0","bin143.log"
"May 06 2011","2455689","326376001","302.83","4.82e-7","5.20e-8","-2.2","0","145.15","1e-8","0","bin144.log"
"May 13 2011","2455696","326980801","391.89","7.62e-7","6.90e-8","-2.2","0","139.02","1e-8","0","bin145.log"
"May 20 2011","2455703","327585601","623.14","1.01e-6","7.90e-8","-2.2","0","132.85","1e-8","0","bin146.log"
"May 27 2011","2455710","328190401","594.3","9.31e-7","7.40e-8","-2.2","0","126.66","1e-8","0","bin147.log"
"Jun 03 2011","2455717","328795201","636.48","8.46e-7","6.60e-8","-2.2","0","120.43","1e-8","0","bin148.log"
"Jun 10 2011","2455724","329400001","663.47","7.52e-7","5.70e-8","-2.2","0","114.17","1e-8","0","bin149.log"
"Jun 17 2011","2455731","330004801","543.8","6.04e-7","4.70e-8","-2.2","0","107.86","1e-8","0","bin150.log"
"Jun 24 2011","2455738","330609601","405.22","5.17e-7","5.10e-8","-2.2","0","101.52","1e-8","0","bin151.log"
"Jul 01 2011","2455745","331214401","426","6.99e-7","6.30e-8","-2.2","0","95.12","1e-8","0","bin152.log"
"Jul 08 2011","2455752","331819201","153.54","3.91e-7","5.50e-8","-2.2","0","88.66","1e-8","0","bin153.log"
"Jul 15 2011","2455759","332424001","86.15","2.39e-7","4.80e-8","-2.2","0","82.16","1e-8","0","bin154.log"
"Jul 22 2011","2455766","333028801","54.69","2.18e-7","4.70e-8","-2.2","0","75.61","1e-8","0","bin155.log"
"Jul 29 2011","2455773","333633601","113.67","2.41e-7","4.00e-8","-2.2","0","69.01","1e-8","0","bin156.log"
"Aug 05 2011","2455780","334238401","278.7","3.56e-7","4.00e-8","-2.2","0","62.37","1e-8","0","bin157.log"
"Aug 12 2011","2455787","334843201","354.63","4.01e-7","4.10e-8","-2.2","0","55.69","1e-8","0","bin158.log"
"Aug 19 2011","2455794","335448001","167.27","3.53e-7","4.60e-8","-2.2","0","48.98","1e-8","0","bin159.log"
"Aug 26 2011","2455801","336052801","111.21","3.13e-7","5.30e-8","-2.2","0","42.24","1e-8","0","bin160.log"
"Sep 02 2011","2455807","336657601","200.14","5.12e-7","6.80e-8","-2.2","0","35.48","1e-8","0","bin161.log"
"Sep 09 2011","2455814","337262401","280.29","3.97e-7","4.00e-8","-2.2","0","28.69","1e-8","0","bin162.log"
"Sep 16 2011","2455821","337867201","127.97","3.04e-7","4.80e-8","-2.2","0","21.88","1e-8","0","bin163.log"
"Sep 23 2011","2455828","338472001","111.28","2.57e-7","3.90e-8","-2.2","0","15.04","1e-8","0","bin164.log"
"Sep 30 2011","2455835","339076801","71.55","1.59e-7","3.20e-8","-2.2","0","8.18","1e-8","0","bin165.log"
"Oct 07 2011","2455843","339681601","157.55","3.60e-7","5.00e-8","-2.2","0","1.31","1e-8","0","bin166.log"
"Oct 14 2011","2455850","340286401","77.61","2.50e-7","4.50e-8","-2.2","0","5.63","1e-8","0","bin167.log"
"Oct 21 2011","2455857","340891201","43.04","1.87e-7","4.60e-8","-2.2","0","12.58","1e-8","0","bin168.log"
"Oct 28 2011","2455864","341496001","103.07","2.83e-7","4.70e-8","-2.2","0","19.57","1e-8","0","bin169.log"
"Nov 04 2011","2455870","342100801","106.22","2.41e-7","4.20e-8","-2.2","0","26.61","1e-8","0","bin170.log"
"Nov 11 2011","2455877","342705601","18.81","8.60e-8","2.90e-8","-2.2","0","33.69","1e-8","0","bin171.log"
"Nov 18 2011","2455884","343310401","79.5","1.60e-7","3.00e-8","-2.2","0","40.82","1e-8","0","bin172.log"
"Nov 25 2011","2455891","343915201","140.66","2.23e-7","3.20e-8","-2.2","0","48.01","1e-8","0","bin173.log"
"Dec 02 2011","2455899","344520001","143.56","2.62e-7","3.80e-8","-2.2","0","55.26","1e-8","0","bin174.log"
"Dec 09 2011","2455906","345124801","50.59","1.75e-7","3.70e-8","-2.2","0","62.56","1e-8","0","bin175.log"
"Dec 16 2011","2455913","345729601","85.94","2.31e-7","4.30e-8","-2.2","0","69.91","1e-8","0","bin176.log"
"Dec 23 2011","2455920","346334401","66.65","1.72e-7","3.80e-8","-2.2","0","77.31","1e-8","0","bin177.log"
"Dec 30 2011","2455927","346939201","88.53","2.24e-7","3.90e-8","-2.2","0","84.73","1e-8","0","bin178.log"
"Jan 06 2012","2455933","347544001","185.03","2.77e-7","3.60e-8","-2.2","0","92.16","1e-8","0","bin179.log"
"Jan 13 2012","2455940","348148801","215.77","2.79e-7","3.40e-8","-2.2","0","99.59","1e-8","0","bin180.log"
"Jan 20 2012","2455947","348753601","70.97","1.55e-7","3.00e-8","-2.2","0","106.99","1e-8","0","bin181.log"
"Jan 27 2012","2455954","349358401","152.67","2.65e-7","3.70e-8","-2.2","0","114.35","1e-8","0","bin182.log"
"Feb 03 2012","2455960","349963201","49.24","1.73e-7","3.80e-8","-2.2","0","121.63","1e-8","0","bin183.log"
"Feb 10 2012","2455967","350568001","39.65","1.57e-7","3.80e-8","-2.2","0","128.84","1e-8","0","bin184.log"
"Feb 17 2012","2455974","351172801","61.03","1.78e-7","3.80e-8","-2.2","0","135.93","1e-8","0","bin185.log"
"Feb 24 2012","2455981","351777601","26.54","1.28e-7","3.56e-8","-2.2","0","142.88","1e-8","0","bin186.log"
"Mar 02 2012","2455990","352382401","55.66","1.31e-7","3.00e-8","-2.2","0","149.63","1e-8","0","bin187.log"
"Mar 09 2012","2455997","352987201","39.9","1.25e-7","3.38e-8","-2.2","0","156.09","1e-8","0","bin188.log"
"Mar 16 2012","2456004","353592001","30.47","1.18e-7","3.04e-8","-2.2","0","162.05","1e-8","0","bin189.log"
"Mar 23 2012","2456011","354196801","26.94","1.31e-7","3.81e-8","-2.2","0","166.92","1e-8","0","bin190.log"
"Mar 30 2012","2456018","354801601","32.83","1.13e-7","3.35e-8","-2.2","0","169.31","1e-8","0","bin191.log"
"Apr 06 2012","2456024","355406401","9.27","6.81e-8","3.41e-8","-2.2","0","167.80","1e-8","0","bin192.log"
"Apr 13 2012","2456031","356011201","41.94","1.89e-7","4.80e-8","-2.2","0","163.53","1e-8","0","bin193.log"
"Apr 20 2012","2456038","356616001","83.44","2.33e-7","4.60e-8","-2.2","0","158.12","1e-8","0","bin194.log"
"Apr 27 2012","2456045","357220801","39.28","1.10e-7","2.90e-8","-2.2","0","152.26","1e-8","0","bin195.log"
"May 04 2012","2456053","357825601","103.89","2.37e-7","3.80e-8","-2.2","0","146.23","1e-8","0","bin196.log"
"May 11 2012","2456060","358430401","99.73","2.25e-7","3.80e-8","-2.2","0","140.11","1e-8","0","bin197.log"
"May 18 2012","2456067","359035201","19.65","1.02e-7","3.47e-8","-2.2","0","133.95","1e-8","0","bin198.log"
"May 25 2012","2456074","359640001","26.43","1.20e-7","3.58e-8","-2.2","0","127.76","1e-8","0","bin199.log"
"Jun 01 2012","2456080","360244801","12.95","6.76e-8","3.15e-8","-2.2","0","121.54","1e-8","0","bin200.log"
"Jun 08 2012","2456087","360849601","22.28","8.97e-8","3.42e-8","-2.2","0","115.28","1e-8","0","bin201.log"
"Jun 15 2012","2456094","361454401","41.46","1.59e-7","3.80e-8","-2.2","0","108.99","1e-8","0","bin202.log"
"Jun 22 2012","2456101","362059201","35.26","1.03e-7","2.78e-8","-2.2","0","102.65","1e-8","0","bin203.log"
"Jun 29 2012","2456108","362664001","17.42","6.99e-8","2.44e-8","-2.2","0","96.26","1e-8","0","bin204.log"
"Jul 06 2012","2456116","363268801","13.58","8.29e-8","3.45e-8","-2.2","0","89.81","1e-8","0","bin205.log"
"Jul 13 2012","2456123","363873601","3.24","1.05e-7","0","0","0","83.32","1e-8","0","bin206.log"
"Jul 20 2012","2456130","364478401","7.67","5.75e-8","2.91e-8","-2.2","0","76.77","1e-8","0","bin207.log"
"Jul 27 2012","2456137","365083201","12.81","5.62e-8","2.68e-8","-2.2","0","70.18","1e-8","0","bin208.log"
"Aug 03 2012","2456143","365688001","31.15","1.09e-7","3.37e-8","-2.2","0","63.55","1e-8","0","bin209.log"
"Aug 10 2012","2456150","366292801","81.53","1.73e-7","3.40e-8","-2.2","0","56.88","1e-8","0","bin210.log"
"Aug 17 2012","2456157","366897601","129.85","2.03e-7","3.30e-8","-2.2","0","50.17","1e-8","0","bin211.log"
"Aug 24 2012","2456164","367502401","79.09","2.05e-7","3.80e-8","-2.2","0","43.44","1e-8","0","bin212.log"
"Aug 31 2012","2456171","368107201","21.94","1.23e-7","3.92e-8","-2.2","0","36.68","1e-8","0","bin213.log"
"Sep 07 2012","2456177","368712001","28.78","1.09e-7","3.57e-8","-2.2","0","29.90","1e-8","0","bin214.log"
"Sep 14 2012","2456184","369316801","18.31","1.12e-7","3.84e-8","-2.2","0","23.09","1e-8","0","bin215.log"
"Sep 21 2012","2456191","369921601","34.57","1.38e-7","3.88e-8","-2.2","0","16.26","1e-8","0","bin216.log"
"Sep 28 2012","2456198","370526401","15.84","2.59e-7","1.09e-7","-2.2","0","9.40","1e-8","0","bin217.log"
"Oct 05 2012","2456206","371131201","144.93","3.13e-7","4.60e-8","-2.2","0","2.52","1e-8","0","bin218.log"
"Oct 12 2012","2456213","371736001","145.39","3.04e-7","4.20e-8","-2.2","0","4.40","1e-8","0","bin219.log"
"Oct 19 2012","2456220","372340801","19.23","9.34e-8","3.42e-8","-2.2","0","11.35","1e-8","0","bin220.log"
"Oct 26 2012","2456227","372945601","12.24","1.03e-7","3.99e-8","-2.2","0","18.33","1e-8","0","bin221.log"
"Nov 02 2012","2456233","373550401","16.53","1.05e-7","3.61e-8","-2.2","0","25.36","1e-8","0","bin222.log"
"Nov 09 2012","2456240","374155201","3.07","9.24e-8","0","0","0","32.43","1e-8","0","bin223.log"
"Nov 16 2012","2456247","374760001","33.84","1.04e-7","3.14e-8","-2.2","0","39.55","1e-8","0","bin224.log"
"Nov 23 2012","2456254","375364801","49.08","1.26e-7","2.96e-8","-2.2","0","46.73","1e-8","0","bin225.log"
"Nov 30 2012","2456261","375969601","17.69","6.94e-8","2.34e-8","-2.2","0","53.97","1e-8","0","bin226.log"
