"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Nov 20 2009","2455156","280411201","41.48","7.62e-8","1.90e-8","-1.99","0","141.34","1e-8","0","bin68.log"
"Nov 27 2009","2455163","281016001","56.76","6.78e-8","1.82e-8","-1.99","0","147.67","1e-8","0","bin69.log"
"Dec 04 2009","2455170","281620801","45.37","5.55e-8","1.56e-8","-1.99","0","153.25","1e-8","0","bin70.log"
"Dec 11 2009","2455177","282225601","46.7","6.77e-8","1.77e-8","-1.99","0","157.48","1e-8","0","bin71.log"
"Dec 18 2009","2455184","282830401","54.53","8.37e-8","1.94e-8","-1.99","0","159.51","1e-8","0","bin72.log"
"Dec 25 2009","2455191","283435201","26.93","4.46e-8","1.57e-8","-1.99","0","158.77","1e-8","0","bin73.log"
"Jan 01 2010","2455197","284040001","41.97","5.96e-8","1.61e-8","-1.99","0","155.65","1e-8","0","bin74.log"
"Jan 08 2010","2455204","284644801","68.57","7.15e-8","1.78e-8","-1.99","0","151.06","1e-8","0","bin75.log"
"Jan 15 2010","2455211","285249601","80.52","1.14e-7","2.22e-8","-1.99","0","145.74","1e-8","0","bin76.log"
"Jan 22 2010","2455218","285854401","59.65","8.44e-8","2.04e-8","-1.99","0","140.12","1e-8","0","bin77.log"
"Jan 29 2010","2455225","286459201","135.91","1.35e-7","2.30e-8","-1.99","0","134.45","1e-8","0","bin78.log"
"Feb 05 2010","2455232","287064001","158.11","1.77e-7","2.50e-8","-1.99","0","128.83","1e-8","0","bin79.log"
"Feb 12 2010","2455239","287668801","80.01","1.12e-7","2.29e-8","-1.99","0","123.33","1e-8","0","bin80.log"
"Feb 19 2010","2455246","288273601","129.86","1.35e-7","2.30e-8","-1.99","0","117.95","1e-8","0","bin81.log"
"Feb 26 2010","2455253","288878401","566.7","3.56e-7","3.20e-8","-1.99","0","112.69","1e-8","0","bin82.log"
"Mar 05 2010","2455262","289483201","340.11","2.63e-7","2.80e-8","-1.99","0","107.52","1e-8","0","bin83.log"
"Mar 12 2010","2455269","290088001","545.01","3.65e-7","3.30e-8","-1.99","0","102.41","1e-8","0","bin84.log"
"Mar 19 2010","2455276","290692801","68.48","1.11e-7","2.27e-8","-1.99","0","97.32","1e-8","0","bin85.log"
"Mar 26 2010","2455283","291297601","263.73","2.38e-7","2.90e-8","-1.99","0","92.22","1e-8","0","bin86.log"
"Apr 02 2010","2455290","291902401","289.84","2.43e-7","2.90e-8","-1.99","0","87.06","1e-8","0","bin87.log"
"Apr 09 2010","2455297","292507201","92.02","1.14e-7","2.25e-8","-1.99","0","81.81","1e-8","0","bin88.log"
"Apr 16 2010","2455304","293112001","467.61","3.20e-7","3.10e-8","-1.99","0","76.44","1e-8","0","bin89.log"
"Apr 23 2010","2455311","293716801","362.01","3.03e-7","3.00e-8","-1.99","0","70.91","1e-8","0","bin90.log"
"Apr 30 2010","2455318","294321601","231.61","2.06e-7","2.70e-8","-1.99","0","65.22","1e-8","0","bin91.log"
"May 07 2010","2455325","294926401","229.72","2.07e-7","2.60e-8","-1.99","0","59.36","1e-8","0","bin92.log"
"May 14 2010","2455332","295531201","34.78","5.73e-8","1.72e-8","-1.99","0","53.33","1e-8","0","bin93.log"
"May 21 2010","2455339","296136001","245.52","2.45e-7","3.00e-8","-1.99","0","47.16","1e-8","0","bin94.log"
"May 28 2010","2455346","296740801","568.06","4.07e-7","3.60e-8","-1.99","0","40.88","1e-8","0","bin95.log"
"Jun 04 2010","2455353","297345601","461.84","3.21e-7","3.10e-8","-1.99","0","34.58","1e-8","0","bin96.log"
"Jun 11 2010","2455360","297950401","532.29","3.43e-7","3.30e-8","-1.99","0","28.42","1e-8","0","bin97.log"
"Jun 18 2010","2455367","298555201","281.51","2.38e-7","2.80e-8","-1.99","0","22.68","1e-8","0","bin98.log"
"Jun 25 2010","2455374","299160001","204.95","1.88e-7","2.60e-8","-1.99","0","17.95","1e-8","0","bin99.log"
