Source_Name,GLON,GLAT,Flux1000,Unc_Flux1000,PL_Index,Unc_PL_Index,CLASS,Redshift,SED_class,nu_syn,nuFnu_syn
4FGL J0001.2+4741,114.2502,-14.338059,1.2159239e-10,3.2066936e-11,2.2221549,0.19758435,bcu,-inf,ISP,100000000000000.0,3.716456e-13
4FGL J0001.2-0747,89.03272,-67.30501,8.2320506e-10,5.6777423e-11,2.1049428,0.05002799,bll,-inf,LSP,91201080000000.0,1.9367698e-12
4FGL J0001.5+2113,107.64935,-40.167652,1.3590526e-09,6.8598856e-11,2.659308,0.023107337,fsrq,1.106,ISP,158489330000000.0,1.152471e-12
4FGL J0001.6-4156,334.22635,-72.02855,3.0486913e-10,3.4296448e-11,1.7558894,0.07441355,bcu,-inf,HSP,7328245500000000.0,1.9029483e-12
4FGL J0002.1-6728,310.08493,-48.963467,2.4168523e-10,3.0690155e-11,1.846469,0.084931985,bcu,-inf,,0.0,0.0
4FGL J0002.3-0815,89.04345,-67.84833,1.1693464e-10,3.32925e-11,1.9895958,0.18045619,bcu,-inf,LSP,75857754000000.0,3.9934568e-13
4FGL J0002.4-5156,319.99948,-63.539017,7.621813e-11,2.2970199e-11,1.897161,0.19413483,bcu,-inf,,0.0,0.0
4FGL J0003.1-5248,318.9899,-62.788944,3.1529795e-10,3.654255e-11,1.8750632,0.0814981,bcu,-inf,,0.0,0.0
4FGL J0003.2+2207,108.438545,-39.380795,1.3514474e-10,3.3926677e-11,2.210459,0.20792037,bll,0.09983,LSP,83176380000000.0,4.5184033e-13
4FGL J0003.3-1928,65.197784,-76.580986,4.0164658e-10,4.4221696e-11,2.2775729,0.07475444,bcu,-inf,LSP,22908676000000.0,6.41471e-13
4FGL J0003.3-5905,314.23904,-56.965885,1.3030604e-10,2.5059215e-11,2.4606173,0.15367769,bcu,-inf,,0.0,0.0
4FGL J0003.9-1149,84.59542,-71.0751,3.505177e-10,4.4482935e-11,2.0871086,0.086440966,bll,1.30999,LSP,2454708800000.0,8.173593e-13
4FGL J0004.0+0840,103.49598,-52.397846,1.9185711e-10,3.5494694e-11,2.035315,0.1281966,bll,2.057129,ISP,301995160000000.0,2.5930565e-13
4FGL J0004.3+4614,114.48897,-15.854909,2.4093677e-10,3.923831e-11,2.584969,0.110209025,fsrq,1.81,LSP,2570395800000.0,2.294431e-13
4FGL J0004.4-4737,323.986,-67.53783,4.359618e-10,3.7467446e-11,2.36556,0.059154794,fsrq,0.88,LSP,13182567000000.0,2.52002e-12
4FGL J0005.9+3824,113.23228,-23.613338,4.251474e-10,4.8877246e-11,2.6721156,0.056613576,fsrq,0.229,LSP,13182567000000.0,7.2600064e-12
4FGL J0006.3-0620,93.64702,-66.62518,1.3976847e-10,3.1349683e-11,2.127844,0.14994109,bll,0.347,LSP,8317638000000.0,8.180352e-12
4FGL J0006.4+0135,100.47745,-59.29749,1.5191187e-10,3.2195253e-11,2.0524669,0.15627095,bll,0.787,ISP,229086760000000.0,2.2438819e-13
4FGL J0007.7+4008,113.93701,-21.972776,4.032977e-10,4.161232e-11,2.1588902,0.080165885,bcu,-inf,,0.0,0.0
4FGL J0008.0+4711,115.31625,-15.033559,2.0532935e-09,8.062639e-11,2.0470488,0.027792612,bll,0.28,LSP,33496544000000.0,1.2983028e-12
4FGL J0008.0-3937,335.9962,-74.58333,1.4916648e-10,2.8882216e-11,2.5832374,0.119510725,bcu,-inf,LSP,3162277700000.0,2.6849302e-13
4FGL J0008.4-2339,50.26514,-79.690834,1.6445478e-10,3.0417942e-11,1.6560616,0.10671219,bll,0.147,,0.0,0.0
4FGL J0008.4+1455,107.72407,-46.6767,3.4327866e-10,4.184089e-11,2.091194,0.088267766,bcu,-inf,,0.0,0.0
4FGL J0009.1+0628,104.480736,-54.868298,4.770015e-10,4.728492e-11,2.0990546,0.07226955,bll,1.562629,LSP,24547089000000.0,1.7127541e-12
4FGL J0009.3+5030,116.12437,-11.803588,2.6324594e-09,8.7119825e-11,1.9939121,0.022230837,bll,-inf,HSP,1258925400000000.0,1.1958948e-12
4FGL J0009.7-3217,0.6727207,-79.58928,1.5854622e-10,2.878957e-11,2.1454287,0.12836745,rdg,0.02542,ISP,149623560000000.0,2.024585e-12
4FGL J0009.8-4317,327.77505,-71.76617,2.0692376e-10,2.9457662e-11,2.0651708,0.10823472,bll,0.56,,0.0,0.0
4FGL J0009.8+1340,107.75219,-47.971355,1.1838812e-10,3.1555175e-11,2.1652951,0.19839297,bcu,-inf,HSP,1.566751e+16,5.457126e-13
4FGL J0010.6+2043,110.21874,-41.12827,1.7261258e-10,3.4438032e-11,2.31787,0.14961761,fsrq,0.6,LSP,3630780600000.0,3.6381366e-13
4FGL J0010.6-3025,10.263708,-80.482315,3.4923767e-10,3.6613886e-11,2.4560356,0.066498935,fsrq,1.19,LSP,9660509000000.0,6.701654e-13
4FGL J0010.8-2154,60.28118,-79.400505,1.1858327e-10,2.6714622e-11,2.3778617,0.18326761,bcu,-inf,,0.0,0.0
4FGL J0011.4-4110,330.75208,-73.720406,8.813913e-11,2.4898106e-11,2.5804715,0.18308641,bcu,0.091,ISP,660693500000000.0,2.963712e-13
4FGL J0011.4+0057,102.407234,-60.302692,4.2882067e-10,4.463101e-11,2.3342156,0.08108185,fsrq,1.492,LSP,6918310000000.0,8.5560633e-13
4FGL J0011.8-3142,2.5585456,-80.23526,1.2288351e-10,2.7308142e-11,1.9735353,0.16471277,bcu,-inf,,0.0,0.0
4FGL J0013.1-3955,332.33987,-74.936165,4.1848375e-10,3.7944693e-11,2.0022683,0.067522354,bll,-inf,LSP,7244359400000.0,9.466142e-13
4FGL J0013.4+0950,107.64184,-51.902443,1.6828142e-10,3.9719998e-11,2.1515617,0.19725822,bcu,-inf,HSP,2.0653802e+16,2.0941415e-12
4FGL J0013.6+4051,115.2578,-21.451033,1.6368609e-10,3.1144805e-11,2.1912282,0.15083945,agn,0.2555,LSP,6237348400000.0,2.7033794e-12
4FGL J0013.6-0424,99.6602,-65.55318,1.6473552e-10,3.691031e-11,2.3075821,0.23509888,fsrq,1.075,LSP,1445439700000.0,6.4066797e-13
4FGL J0013.9-1854,74.58781,-78.09192,2.9763778e-10,3.610505e-11,1.9975508,0.08971489,bll,0.094846,HSP,8.709636e+16,5.1275984e-12
4FGL J0014.1+1910,110.88994,-42.826824,2.2511593e-10,3.5455187e-11,2.276216,0.11154128,bll,0.477,LSP,46773515000000.0,1.8653358e-12
4FGL J0014.1-5022,317.45294,-65.69481,2.5777988e-10,3.3368842e-11,2.0150008,0.10290538,bll,0.01,HSP,4.570882e+17,2.5924774e-12
4FGL J0014.2+0854,107.61855,-52.85195,1.6505607e-10,3.970365e-11,2.4726174,0.1757508,bll,0.163,,0.0,0.0
4FGL J0014.3-0500,99.509476,-66.18239,4.008007e-10,4.7809284e-11,2.3695645,0.10414725,bcu,0.791,LSP,10964782000000.0,3.9731594e-13
4FGL J0014.9+3212,114.00973,-30.021877,3.5089673e-10,3.853911e-11,2.6099987,0.06450767,bcu,-inf,LSP,10000000000000.0,7.765242e-13
4FGL J0015.2+3537,114.71823,-26.677507,1.0261945e-10,3.010108e-11,1.926888,0.19904128,bll,0.57,ISP,275422860000000.0,5.252354e-13
4FGL J0015.9+2440,112.76397,-37.48992,2.4848282e-10,3.484268e-11,2.2468426,0.1318861,bll,-inf,,0.0,0.0
4FGL J0016.2-0016,104.012276,-61.85269,4.1683504e-10,4.4171028e-11,2.7406797,0.04939522,fsrq,1.57631,LSP,2570395800000.0,6.770348e-13
4FGL J0016.5+1702,111.096794,-45.029816,1.5104273e-10,3.691767e-11,2.6018126,0.13539627,fsrq,1.709,,0.0,0.0
4FGL J0017.0-0649,99.46171,-68.12262,3.8783798e-10,4.186845e-11,2.2981074,0.0803869,bcu,-inf,LSP,63826347000000.0,1.2557206e-12
4FGL J0017.5-0514,101.209854,-66.667816,7.581995e-10,5.55433e-11,2.563,0.043876015,FSRQ,0.227,LSP,8491804700000.0,2.6072339e-12
4FGL J0017.8+1455,110.96526,-47.16783,2.3595012e-10,3.678077e-11,2.192974,0.11486975,bll,0.302712,ISP,158489330000000.0,1.4410665e-12
4FGL J0018.4+2946,114.44117,-32.54827,2.633416e-10,3.660987e-11,1.698466,0.08487918,bll,0.1,,0.0,0.0
4FGL J0019.2-5640,311.75082,-59.890987,2.902145e-10,3.1760795e-11,2.204823,0.08388836,bcu,-inf,LSP,2786121200000.0,3.3147898e-13
4FGL J0019.3-8152,304.31436,-35.16209,6.1294475e-10,4.6994634e-11,2.1124363,0.059520073,bll,-inf,ISP,754223400000000.0,4.5752625e-12
4FGL J0019.6+7327,120.63282,10.72648,1.1090502e-09,6.990604e-11,2.6243196,0.043565553,fsrq,1.781,LSP,2089296100000.0,1.1932048e-12
4FGL J0019.6+2022,112.90082,-41.875835,3.1732184e-10,3.857942e-11,2.1648295,0.08901416,bll,-inf,LSP,2290867800000.0,1.1767088e-12
4FGL J0021.0+0322,108.237045,-58.623074,1.5053572e-10,3.3004557e-11,1.8674644,0.14383098,bcu,-inf,,0.0,0.0
4FGL J0021.5-2552,41.9261,-83.19968,6.543886e-10,4.620578e-11,2.1214414,0.050147105,bll,-inf,ISP,412097500000000.0,1.4973454e-12
4FGL J0021.6-0855,100.40253,-70.47483,1.6307894e-10,3.2833194e-11,2.2711666,0.14005594,bll,0.648,,0.0,0.0
4FGL J0021.9-5140,313.70114,-64.835396,5.9852034e-10,4.126734e-11,2.0653079,0.05269352,bll,0.25,ISP,660693500000000.0,2.0923003e-12
4FGL J0022.0+0006,107.20704,-61.85817,1.04127415e-10,3.2829576e-11,1.5330765,0.16365965,bll,0.306,HSP,1.3489629e+17,7.7725944e-13
4FGL J0022.1-1854,82.08266,-79.37435,8.571296e-10,5.931551e-11,1.9422411,0.045377817,bll,-inf,LSP,66069344000000.0,1.8071991e-12
4FGL J0022.5+0608,110.012115,-56.01111,2.082378e-09,8.626646e-11,2.1489704,0.027871588,bll,-inf,LSP,13963683000000.0,2.7138135e-12
4FGL J0023.7-6820,306.7893,-48.58217,2.3470223e-10,2.9061363e-11,2.8068578,0.0681554,fsrq,0.354,LSP,22646444000000.0,5.6963804e-12
4FGL J0023.7+4457,117.80447,-17.645323,5.4700333e-10,4.4847744e-11,2.436455,0.05585382,fsrq,1.062,,0.0,0.0
4FGL J0023.9+1603,113.34497,-46.295124,2.5732702e-10,3.7854393e-11,2.0652134,0.108238205,bll,-inf,LSP,57543993000000.0,7.6088143e-13
4FGL J0024.4+4647,118.14276,-15.823961,1.2209325e-10,3.0323154e-11,2.540659,0.1876762,bcu,-inf,,0.0,0.0
4FGL J0024.7+0349,110.177605,-58.378212,1.6295676e-10,3.26478e-11,2.3913183,0.14272885,fsrq,0.545,,0.0,0.0
4FGL J0025.2-2231,69.19585,-82.484505,1.08918714e-10,2.5271561e-11,2.5031378,0.16393924,fsrq,0.834,LSP,94406090000000.0,3.8060283e-13
4FGL J0025.7-4801,314.72382,-68.51652,3.0035974e-10,3.4848232e-11,2.2307553,0.0912399,bcu,-inf,LSP,19054608000000.0,8.276315e-13
4FGL J0026.6-4600,315.91986,-70.481415,2.0080453e-10,2.948317e-11,1.9491359,0.10981178,bll,-inf,,0.0,0.0
4FGL J0028.1+7505,121.40364,12.293515,3.6534034e-10,5.1812773e-11,2.137679,0.09066446,bcu,-inf,LSP,31622777000000.0,6.5490603e-13
4FGL J0028.4+2001,115.611595,-42.51422,6.0482447e-10,4.9275608e-11,2.4137485,0.051958457,fsrq,1.5517,LSP,2570395800000.0,6.5810015e-13
4FGL J0028.8-0112,110.19931,-63.514652,1.1189993e-10,3.118338e-11,2.1475756,0.2253465,bll,0.082,ISP,100000000000000.0,8.652747e-13
4FGL J0028.9+3553,117.82134,-26.757605,2.4371827e-10,3.7758113e-11,2.3308065,0.1163444,bcu,-inf,LSP,75857754000000.0,4.6835913e-13
4FGL J0029.0-7044,305.60474,-46.27025,4.6776033e-10,3.837439e-11,2.2181256,0.06834055,bll,-inf,LSP,20892960000000.0,3.0448016e-12
4FGL J0029.4+2051,116.05021,-41.71177,8.9076864e-11,2.633865e-11,1.6566781,0.15874408,bcu,-inf,HSP,4786301000000000.0,4.7589596e-13
4FGL J0030.2-1647,96.46627,-78.56577,2.877504e-10,3.608414e-11,1.7863624,0.08187591,bll,0.237,HSP,3548134000000000.0,2.123792e-12
4FGL J0030.3-4224,317.26767,-74.12445,1.029897e-09,5.230638e-11,2.5236237,0.03161755,fsrq,0.495,LSP,10115794000000.0,1.70388e-12
4FGL J0030.6-0212,110.743324,-64.57944,1.5311797e-09,7.2744116e-11,2.403325,0.028934114,bcu,1.804,LSP,3630780600000.0,5.3014906e-13
4FGL J0031.3+0726,114.195915,-55.085846,1.7946121e-10,3.4267818e-11,1.9156202,0.13131551,bll,-inf,ISP,749894200000000.0,8.9040586e-13
4FGL J0032.3-5522,308.63895,-61.549007,4.4724524e-10,4.2680984e-11,2.282854,0.06290304,bcu,-inf,,0.0,0.0
4FGL J0032.4-2849,9.845286,-85.47483,1.64243e-10,2.8767247e-11,2.3642774,0.119504236,bll,0.323888,LSP,43651580000000.0,2.4324392e-12
4FGL J0033.3-2040,89.42051,-82.3356,6.935674e-11,2.4110516e-11,1.805528,0.1965916,bll,0.073,,0.0,0.0
4FGL J0033.5-1921,94.18597,-81.21709,2.7879692e-09,9.421686e-11,1.7602993,0.020419717,bll,0.61,HSP,7079458000000000.0,8.082524e-12
4FGL J0033.9+3858,119.214905,-23.773771,2.4238753e-10,3.5560156e-11,2.457633,0.10119133,bcu,-inf,LSP,9332543000000.0,2.153818e-13
4FGL J0034.0-4116,316.00058,-75.4134,1.930421e-10,2.8982833e-11,2.5772064,0.10393972,bcu,-inf,LSP,9332543000000.0,7.5090157e-13
4FGL J0035.0-5728,307.28632,-59.51773,1.14032075e-10,2.5123802e-11,2.7021055,0.13610429,bcu,-inf,ISP,446683580000000.0,1.0152009e-12
4FGL J0035.2+1514,117.15257,-47.449505,1.1625527e-09,6.8902974e-11,1.854817,0.03877867,bll,1.09026,ISP,970509940000000.0,3.5052096e-12
4FGL J0035.8-0837,110.92031,-71.139275,1.1781769e-10,3.0520038e-11,2.1029685,0.17577907,bll,0.032,LSP,5754399500000.0,3.5209918e-13
4FGL J0036.9+1832,118.135414,-44.19425,2.7618743e-10,3.9475298e-11,2.3852646,0.092148714,bcu,1.595,,0.0,0.0
4FGL J0037.6+3653,119.860954,-25.89293,1.8145271e-10,3.3880877e-11,2.3518124,0.13732262,fsrq,0.366,LSP,36307804000000.0,1.1114834e-12
4FGL J0037.8+1239,117.77323,-50.08318,7.296093e-10,5.4979046e-11,2.2157862,0.055814713,bll,0.089,HSP,1124605000000000.0,6.328226e-12
4FGL J0037.9+2612,119.158325,-36.57175,1.5267976e-10,3.1643854e-11,2.482798,0.1378797,bll,0.14767,,0.0,0.0
4FGL J0038.1+0012,115.73305,-62.47418,4.2125659e-10,4.220297e-11,2.0260842,0.07459794,bll,0.7395,LSP,63826347000000.0,5.856417e-13
4FGL J0038.2-2459,68.04953,-86.349205,1.4487882e-09,6.7030714e-11,2.2622263,0.029397905,fsrq,1.196,LSP,2570395800000.0,1.7555896e-12
4FGL J0038.7-0204,115.48633,-64.760506,1.7130869e-10,3.1827305e-11,2.8872464,0.09836689,rdg,0.22043,,0.0,0.0
4FGL J0039.0-0946,112.76266,-72.408966,2.3314642e-10,3.5128928e-11,2.690274,0.08715565,fsrq,2.1015,LSP,3019951800000.0,3.5447695e-13
4FGL J0039.1-2219,92.03161,-84.4438,2.367582e-10,3.356363e-11,1.7586851,0.09516421,bcu,0.0615,,0.0,0.0
4FGL J0039.1+4330,120.580925,-19.303667,2.1889912e-10,3.344957e-11,2.0589235,0.10685802,bcu,-inf,ISP,562341300000000.0,4.9426175e-13
4FGL J0040.3+4050,120.67978,-21.987257,2.1754129e-10,4.1955727e-11,1.9257007,0.14746493,bll,-inf,LSP,19054608000000.0,5.794887e-13
4FGL J0040.4-2340,86.55478,-85.73834,1.8321836e-10,3.0230738e-11,2.3491604,0.13283616,bll,0.213,ISP,316227770000000.0,1.5927881e-12
4FGL J0040.9+3203,120.34745,-30.766249,1.385347e-10,3.200949e-11,2.3658698,0.14900342,bcu,-inf,,0.0,0.0
4FGL J0041.4+3800,120.77072,-24.820253,1.498826e-10,3.349429e-11,1.9358172,0.16731994,fsrq,0.38,HSP,1798871000000000.0,1.1366244e-12
4FGL J0041.7-1607,110.9076,-78.76599,7.067968e-11,2.3899738e-11,1.7193164,0.17989141,bcu,-inf,ISP,158489330000000.0,3.8842573e-13
4FGL J0041.9-4702,307.66772,-69.99498,6.6338005e-11,2.0229584e-11,1.885675,0.21067184,bcu,-inf,ISP,691831000000000.0,7.619825e-13
4FGL J0042.0+3640,120.82833,-26.160883,1.655587e-10,3.303671e-11,2.1009848,0.15440343,bll,0.47,,0.0,0.0
4FGL J0042.2+2319,120.19306,-39.49569,4.0278916e-10,4.1486255e-11,2.3218625,0.077251166,fsrq,1.426,LSP,1862087100000.0,4.2436738e-13
4FGL J0043.5-0442,117.76341,-67.49282,1.8100954e-10,3.689431e-11,1.9197034,0.14109725,bll,0.48,,0.0,0.0
4FGL J0043.6+2223,120.562355,-40.44946,1.5733374e-10,3.3254833e-11,2.147298,0.1758,bcu,-inf,LSP,82224260000000.0,5.6142016e-13
4FGL J0043.7-1116,116.024574,-74.05026,2.0266369e-10,3.4362683e-11,1.9115086,0.11866547,bll,0.264,HSP,3019951800000000.0,1.0317489e-12
4FGL J0043.8+3425,121.161644,-28.414192,2.6462872e-09,9.225067e-11,1.9526112,0.022356158,fsrq,0.966,LSP,58884367000000.0,3.0096363e-13
4FGL J0044.2-8424,303.13925,-32.72377,2.0397907e-10,3.6037395e-11,2.6622696,0.11314122,fsrq,1.032,LSP,9120108000000.0,1.112272e-12
4FGL J0045.1-3706,310.09497,-79.93449,4.1161635e-10,3.7625562e-11,2.5946522,0.053094257,fsrq,-inf,LSP,5370318000000.0,9.893569e-13
4FGL J0045.3+2128,121.04665,-41.382694,1.5123338e-09,7.295282e-11,1.8091009,0.032252893,bll,-inf,HSP,7943282000000000.0,5.5650107e-12
4FGL J0045.7+1217,120.7346,-50.555367,8.992199e-10,5.8244395e-11,1.9824255,0.048569955,bll,-inf,,0.0,0.0
4FGL J0047.1-6203,303.81793,-55.0688,4.942502e-11,1.959039e-11,2.9848895,0.19024813,bcu,-inf,,0.0,0.0
4FGL J0047.9+3947,122.19439,-23.06919,7.8084383e-10,4.9791258e-11,1.9808937,0.047365777,bll,0.2517,,0.0,0.0
4FGL J0047.9+2233,121.88889,-40.30157,3.8848086e-10,4.7897505e-11,2.5089388,0.083501704,fsrq,1.161,LSP,4466835700000.0,3.3597813e-13
4FGL J0048.6-2427,109.72765,-87.254944,1.9813559e-10,3.245011e-11,2.0449753,0.11824049,bcu,-inf,ISP,562341300000000.0,1.1781592e-12
4FGL J0049.0+2252,122.20132,-39.9948,1.8548975e-10,4.0535426e-11,2.2272182,0.1735827,bll,0.26415,ISP,158489330000000.0,2.800606e-13
4FGL J0049.1+4223,122.47285,-20.479572,1.3919822e-10,3.1664255e-11,1.9263899,0.15039791,bll,0.302,,0.0,0.0
4FGL J0049.4-5402,303.58145,-63.089027,2.8294056e-10,3.2198983e-11,2.186633,0.08582839,bcu,-inf,,0.0,0.0
4FGL J0049.5-4150,304.28677,-75.27739,1.0836755e-10,2.690128e-11,1.992389,0.18313283,bcu,-inf,HSP,6456542000000000.0,1.6399213e-12
4FGL J0049.6-4500,303.94653,-72.11618,1.2502659e-10,2.4335877e-11,2.6326447,0.13191378,fsrq,0.121,LSP,3388441600000.0,6.942933e-12
4FGL J0049.7+0237,122.08301,-60.24167,1.298064e-09,6.4932885e-11,2.210674,0.034202173,bll,1.474,LSP,22908676000000.0,1.5301817e-12
4FGL J0050.0-5736,303.2906,-59.510906,3.8489475e-10,3.4391587e-11,2.6166286,0.060590263,fsrq,1.797,LSP,3580964400000.0,1.3983471e-12
4FGL J0050.4-0452,122.28092,-67.7511,9.438867e-10,5.9326606e-11,2.3781056,0.042364713,fsrq,0.92,LSP,3548134000000.0,5.655513e-13
4FGL J0050.7-0929,122.3323,-72.364494,3.9268455e-09,1.1222934e-10,2.016378,0.018085841,BLL,0.635,ISP,131825674000000.0,6.6020986e-12
4FGL J0051.1-0648,122.7115,-69.68121,9.0882335e-10,6.362136e-11,2.3505692,0.044781256,fsrq,1.975,LSP,1482518000000.0,2.3221219e-12
4FGL J0051.2-6242,302.95966,-54.424545,1.8131997e-09,7.0066404e-11,1.7622628,0.025612539,bll,0.3,HSP,9036495000000000.0,4.6441262e-12
4FGL J0051.5-4220,302.8761,-74.782745,1.5447112e-10,3.028241e-11,2.796241,0.07974894,fsrq,1.749,LSP,1135010800000.0,6.770582e-13
4FGL J0052.9-6644,302.6906,-50.39122,1.2932198e-10,2.4012755e-11,2.0534275,0.15172534,bcu,-inf,,0.0,0.0
4FGL J0054.4+8627,122.98241,23.581644,2.2641805e-10,3.1839767e-11,2.7550619,0.09646033,bcu,-inf,LSP,4786301000000.0,2.6564276e-13
4FGL J0054.7-2455,141.98647,-87.68009,7.298831e-10,4.9623257e-11,1.774527,0.04566358,bll,0.12,HSP,5649369700000000.0,2.9569977e-12
4FGL J0054.8-1954,129.22897,-82.74242,1.0361015e-10,2.639841e-11,2.3773654,0.16841154,bcu,-inf,LSP,4897788400000.0,2.046129e-13
4FGL J0055.1-1219,126.44881,-75.166985,4.1662873e-10,4.163214e-11,2.3250039,0.067900896,bcu,-inf,LSP,2018366300000.0,4.820399e-13
4FGL J0056.3-0935,126.94633,-72.43315,7.2247486e-10,5.3614075e-11,1.8729496,0.053812094,bll,0.103147,ISP,146217720000000.0,7.02637e-12
4FGL J0056.4-2118,134.36304,-84.062386,9.4887e-10,6.0303235e-11,1.9121008,0.041611154,bll,-inf,ISP,309029540000000.0,2.107012e-12
4FGL J0056.5-3936,298.35916,-77.471634,1.3418668e-10,3.1694376e-11,2.1929393,0.17249244,bcu,-inf,LSP,87096360000000.0,4.9446325e-13
4FGL J0056.6-4452,299.92383,-72.225075,1.1959729e-10,2.4626766e-11,2.3866808,0.15659696,bcu,-inf,LSP,20892960000000.0,1.1004796e-12
4FGL J0056.6-5317,301.1715,-63.81488,1.7696093e-10,2.6898516e-11,2.1774266,0.118621275,bcu,-inf,ISP,334965440000000.0,3.899725e-13
4FGL J0056.8+1626,124.799835,-46.41627,1.6787448e-10,3.4132537e-11,2.1954598,0.15375534,bll,0.206,LSP,1862087100000.0,4.2971648e-13
4FGL J0057.0+4101,124.06493,-21.841583,1.2243404e-10,2.88623e-11,2.0549355,0.1571085,bcu,-inf,ISP,179887090000000.0,6.125704e-13
4FGL J0057.3+2216,124.737686,-40.577965,1.4953945e-10,3.1473515e-11,2.2262154,0.14697927,bcu,-inf,LSP,3630780600000.0,2.3557762e-13
4FGL J0057.7+3023,124.55753,-32.45467,2.7457217e-10,3.8900223e-11,2.3742213,0.10939318,rdg,0.016485,LSP,40738030000000.0,3.1887832e-12
4FGL J0058.0-0539,127.41347,-68.46925,4.1236647e-10,4.5477476e-11,2.45726,0.07554283,fsrq,1.2456,LSP,3630780600000.0,7.972013e-13
4FGL J0058.0-3233,288.56027,-84.376724,1.39537e-09,6.862059e-11,2.1080673,0.032410286,bll,-inf,LSP,36307804000000.0,2.1800025e-12
4FGL J0058.3+1723,125.26867,-45.452175,5.5000504e-11,2.2181246e-11,1.6250492,0.20808567,bll,-inf,HSP,1.9952623e+16,1.0412452e-12
4FGL J0058.4+3315,124.615616,-29.598356,2.1845215e-10,3.3964748e-11,2.3432217,0.12024539,fsrq,1.369,LSP,9885531000000.0,4.7987265e-13
4FGL J0058.6-1140,129.48988,-74.45958,1.2100736e-10,2.9933896e-11,2.1070924,0.18640997,bcu,-inf,,0.0,0.0
4FGL J0059.2+0006,127.18053,-62.69086,1.7247746e-10,3.3415905e-11,2.3763874,0.16178153,fsrq,0.719017,LSP,17782794000000.0,1.6200932e-12
4FGL J0059.3-0152,127.55419,-64.67326,2.2207318e-10,3.7529316e-11,1.8054401,0.11145315,bll,0.144,HSP,9.225714e+16,2.4678456e-12
4FGL J0059.5-3512,291.34537,-81.73348,1.3826731e-10,2.576474e-11,1.9390283,0.12927386,bll,-inf,,0.0,0.0
4FGL J0059.5-3338,288.40387,-83.25729,8.7518666e-11,2.4292016e-11,2.8083227,0.16631477,fsrq,0.874,LSP,14791084000000.0,2.1992976e-13
4FGL J0100.3+0745,126.79639,-55.039993,1.6453374e-09,8.014835e-11,1.9098004,0.03199398,bll,-inf,ISP,380189400000000.0,4.865741e-13
4FGL J0101.0-0059,128.37376,-63.760525,1.5720822e-10,3.2262158e-11,2.3781888,0.18318786,bll,0.67,ISP,158489330000000.0,8.063359e-13
4FGL J0101.7-5455,299.75165,-62.138832,6.218991e-11,2.0404064e-11,1.6367198,0.17535833,bcu,-inf,,0.0,0.0
4FGL J0101.8-7543,302.07388,-41.378433,8.670339e-11,2.8585526e-11,2.7899492,0.19654503,fsrq,1.017,,0.0,0.0
4FGL J0102.0+1639,126.615875,-46.14313,1.581094e-10,3.1907987e-11,2.234612,0.15900032,bcu,-inf,LSP,17378008000000.0,5.2371014e-13
4FGL J0102.4+4214,125.10449,-20.588285,3.7113146e-10,3.8376927e-11,2.6797183,0.058758203,fsrq,0.874,LSP,63826347000000.0,1.3017662e-12
4FGL J0102.4+0942,127.44475,-53.069267,1.876879e-10,4.3154733e-11,1.9697081,0.16266273,bll,0.42,,0.0,0.0
4FGL J0102.6-5639,299.81888,-60.404984,1.5400141e-10,3.203161e-11,2.0922022,0.16024065,bcu,-inf,LSP,24182434000000.0,2.5681833e-13
4FGL J0102.7-2001,143.61546,-82.44283,5.7602076e-11,2.0688014e-11,1.5984182,0.18912332,bcu,0.38,HSP,1.0715193e+16,3.1141678e-12
4FGL J0103.1+4954,124.857994,-12.918626,1.6198524e-10,3.5391263e-11,2.734197,0.13541996,bcu,-inf,,0.0,0.0
4FGL J0103.5+1526,127.228264,-47.33618,1.7437181e-10,3.541172e-11,2.2414632,0.14498681,bll,0.246,,0.0,0.0
4FGL J0103.8+1321,127.58429,-49.405758,2.4510408e-10,3.6601975e-11,2.0816712,0.11731188,bll,0.49,,0.0,0.0
4FGL J0104.8-2416,170.38489,-85.84747,3.309413e-10,3.7000375e-11,2.5919423,0.06697425,fsrq,1.747,LSP,1462177200000.0,1.4828014e-12
4FGL J0105.1+3929,125.81474,-23.2986,4.649062e-10,4.211412e-11,2.304167,0.0637348,bll,0.44,LSP,25118865000000.0,4.203935e-12
4FGL J0106.9-4832,295.9387,-68.38204,9.7726285e-11,2.1892635e-11,2.3158007,0.20716737,bcu,-inf,LSP,13963683000000.0,2.6839474e-13
4FGL J0107.3-1210,137.68132,-74.5983,2.0483476e-10,3.4187844e-11,2.288034,0.11687808,bcu,-inf,ISP,272270120000000.0,6.808822e-13
4FGL J0107.4+0334,130.69783,-59.061707,1.821771e-10,3.270598e-11,2.3538492,0.16291338,bll,-inf,LSP,22908676000000.0,2.3889826e-13
4FGL J0108.1-0039,132.21762,-63.229465,1.9586938e-10,3.450754e-11,2.743876,0.11759603,fsrq,1.374626,LSP,10115794000000.0,1.2641656e-12
4FGL J0108.6+0134,131.8437,-60.991188,1.1030991e-08,1.69688e-10,2.3618586,0.0084353145,fsrq,2.099,LSP,3250873000000.0,6.036539e-12
4FGL J0109.1+1815,128.83229,-44.403687,7.0183054e-10,5.128061e-11,2.1103554,0.053128954,bll,0.145,ISP,239883290000000.0,3.0269552e-12
4FGL J0109.3+2401,128.16501,-38.66623,1.6123634e-10,3.413116e-11,2.1986058,0.18788351,bcu,-inf,ISP,331131100000000.0,3.9996777e-13
